Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0393,1,79.5,,,
A2,CEWE_AA_0393,1,79.7,,,
A3,CEWE_AA_0393,1,80,,,
A4,CEWE_AA_0393,1,73.6,,,
A5,CEWE_AA_0393,0,,,,
A6,CEWE_AA_0393,0,,,,
A7,ILWE_AA_0393,1,80.3,,,
A8,ILWE_AA_0393,1,80.2,,,
A9,ILWE_AA_0393,1,80.2,,,
A10,ILWE_AA_0393,0,,,,
A11,ILWE_AA_0393,0,,,,
A12,ILWE_AA_0393,0,,,,
B1,CEWE_AA_0394,1,79,,,
B2,CEWE_AA_0394,1,79.5,,,
B3,CEWE_AA_0394,1,80,,,
B4,CEWE_AA_0394,1,74.2,,,
B5,CEWE_AA_0394,1,74.7,,,
B6,CEWE_AA_0394,0,,,,
B7,ILWE_AA_0394,1,80,,,
B8,ILWE_AA_0394,1,80,,,
B9,ILWE_AA_0394,1,80,,,
B10,ILWE_AA_0394,0,,,,
B11,ILWE_AA_0394,0,,,,
B12,ILWE_AA_0394,0,,,,
C1,CEWE_AA_0395,1,79.9,,,
C2,CEWE_AA_0395,1,79.9,,,
C3,CEWE_AA_0395,1,80.3,,,
C4,CEWE_AA_0395,0,,,,
C5,CEWE_AA_0395,0,,,,
C6,CEWE_AA_0395,0,,,,
C7,ILWE_AA_0395,1,79.9,,,
C8,ILWE_AA_0395,1,79.8,,,
C9,ILWE_AA_0395,1,79.9,,,
C10,ILWE_AA_0395,0,,,,
C11,ILWE_AA_0395,0,,,,
C12,ILWE_AA_0395,0,,,,
D1,CEWE_AA_0396,1,80,,,
D2,CEWE_AA_0396,1,80,,,
D3,CEWE_AA_0396,0,,,,
D4,CEWE_AA_0396,1,74.9,,,
D5,CEWE_AA_0396,1,75.1,,,
D6,CEWE_AA_0396,1,75.4,,,
D7,ILWE_AA_0396,1,79.3,,,
D8,ILWE_AA_0396,1,79.5,,,
D9,ILWE_AA_0396,1,79.9,,,
D10,ILWE_AA_0396,0,,,,
D11,ILWE_AA_0396,0,,,,
D12,ILWE_AA_0396,0,,,,
E1,CEWE_AA_0397,1,80,,,
E2,CEWE_AA_0397,1,79.9,,,
E3,CEWE_AA_0397,1,79.9,,,
E4,CEWE_AA_0397,1,74,,,
E5,CEWE_AA_0397,1,74.2,,,
E6,CEWE_AA_0397,1,75.1,,,
E7,ILWE_AA_0397,1,79.1,,,
E8,ILWE_AA_0397,1,79.3,,,
E9,ILWE_AA_0397,1,79.8,,,
E10,ILWE_AA_0397,1,73.9,,,
E11,ILWE_AA_0397,0,,,,
E12,ILWE_AA_0397,0,,,,
F1,CEWE_AA_0398,1,80.1,,,
F2,CEWE_AA_0398,1,79.9,,,
F3,CEWE_AA_0398,1,80.2,,,
F4,CEWE_AA_0398,0,,,,
F5,CEWE_AA_0398,0,,,,
F6,CEWE_AA_0398,0,,,,
F7,ILWE_AA_0398,1,78.4,,,
F8,ILWE_AA_0398,1,79,,,
F9,ILWE_AA_0398,1,79.7,,,
F10,ILWE_AA_0398,0,,,,
F11,ILWE_AA_0398,0,,,,
F12,ILWE_AA_0398,1,73.9,,,
G1,CEWE_AA_0399,1,80.1,,,
G2,CEWE_AA_0399,1,80.1,,,
G3,CEWE_AA_0399,1,80.1,,,
G4,CEWE_AA_0399,0,,,,
G5,CEWE_AA_0399,0,,,,
G6,CEWE_AA_0399,0,,,,
G7,ILWE_AA_0399,0,,,,
G8,ILWE_AA_0399,0,,,,
G9,ILWE_AA_0399,0,,,,
G10,ILWE_AA_0399,0,,,,
G11,ILWE_AA_0399,0,,,,
G12,ILWE_AA_0399,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,1,80.3,,80.3,0
H8,water,1,80.3,,80.3,0
H9,water,0,,,80.3,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
