Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0393,1,80.4,,,
A2,CEWE_AA_0393,1,80.4,,,
A3,CEWE_AA_0393,1,80.4,,,
A4,CEWE_AA_0393,0,,,,
A5,CEWE_AA_0393,0,,,,
A6,CEWE_AA_0393,0,,,,
A7,ILWE_AA_0393,1,79.9,,,
A8,ILWE_AA_0393,1,79.8,,,
A9,ILWE_AA_0393,1,79.8,,,
A10,ILWE_AA_0393,0,,,,
A11,ILWE_AA_0393,0,,,,
A12,ILWE_AA_0393,0,,,,
B1,CEWE_AA_0394,0,,,,
B2,CEWE_AA_0394,1,80.3,,,
B3,CEWE_AA_0394,0,,,,
B4,CEWE_AA_0394,1,75.2,,,
B5,CEWE_AA_0394,1,75.3,,,
B6,CEWE_AA_0394,0,,,,
B7,ILWE_AA_0394,1,79.9,,,
B8,ILWE_AA_0394,1,79.9,,,
B9,ILWE_AA_0394,1,79.9,,,
B10,ILWE_AA_0394,0,,,,
B11,ILWE_AA_0394,0,,,,
B12,ILWE_AA_0394,0,,,,
C1,CEWE_AA_0395,1,80.2,,,
C2,CEWE_AA_0395,1,79.9,,,
C3,CEWE_AA_0395,0,,,,
C4,CEWE_AA_0395,0,,,,
C5,CEWE_AA_0395,0,,,,
C6,CEWE_AA_0395,0,,,,
C7,ILWE_AA_0395,1,80.1,,,
C8,ILWE_AA_0395,1,80,,,
C9,ILWE_AA_0395,1,79.9,,,
C10,ILWE_AA_0395,0,,,,
C11,ILWE_AA_0395,0,,,,
C12,ILWE_AA_0395,0,,,,
D1,CEWE_AA_0396,1,79.1,,,
D2,CEWE_AA_0396,1,79.3,,,
D3,CEWE_AA_0396,1,79.8,,,
D4,CEWE_AA_0396,1,72.2,,,
D5,CEWE_AA_0396,1,73.9,,,
D6,CEWE_AA_0396,1,75.2,,,
D7,ILWE_AA_0396,1,80,,,
D8,ILWE_AA_0396,1,79.9,,,
D9,ILWE_AA_0396,1,79.9,,,
D10,ILWE_AA_0396,0,,,,
D11,ILWE_AA_0396,0,,,,
D12,ILWE_AA_0396,0,,,,
E1,CEWE_AA_0397,1,79.6,,,
E2,CEWE_AA_0397,1,79.6,,,
E3,CEWE_AA_0397,1,79.6,,,
E4,CEWE_AA_0397,1,73.1,,,
E5,CEWE_AA_0397,1,74,,,
E6,CEWE_AA_0397,0,,,,
E7,ILWE_AA_0397,1,79.9,,,
E8,ILWE_AA_0397,1,79.9,,,
E9,ILWE_AA_0397,1,79.9,,,
E10,ILWE_AA_0397,0,,,,
E11,ILWE_AA_0397,0,,,,
E12,ILWE_AA_0397,0,,,,
F1,CEWE_AA_0398,1,78.7,,,
F2,CEWE_AA_0398,1,78.6,,,
F3,CEWE_AA_0398,1,78.9,,,
F4,CEWE_AA_0398,0,,,,
F5,CEWE_AA_0398,0,,,,
F6,CEWE_AA_0398,0,,,,
F7,ILWE_AA_0398,1,79.9,,,
F8,ILWE_AA_0398,1,79.9,,,
F9,ILWE_AA_0398,1,80,,,
F10,ILWE_AA_0398,0,,,,
F11,ILWE_AA_0398,0,,,,
F12,ILWE_AA_0398,0,,,,
G1,CEWE_AA_0399,1,79.7,,,
G2,CEWE_AA_0399,1,79.6,,,
G3,CEWE_AA_0399,1,79.8,,,
G4,CEWE_AA_0399,0,,,,
G5,CEWE_AA_0399,0,,,,
G6,CEWE_AA_0399,0,,,,
G7,ILWE_AA_0399,1,80.2,,,
G8,ILWE_AA_0399,1,80,,,
G9,ILWE_AA_0399,1,79.9,,,
G10,ILWE_AA_0399,0,,,,
G11,ILWE_AA_0399,0,,,,
G12,ILWE_AA_0399,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
