Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,ILWE_AA_0412,19.78,19.71,0.11,1,,,mouse
A2,ILWE_AA_0412,19.77,19.71,0.11,1,,,mouse
A3,ILWE_AA_0412,19.59,19.71,0.11,1,,,mouse
A4,ILWE_AA_0412,36.52,34.46,1.86,1,,,eimeria
A5,ILWE_AA_0412,33.97,34.46,1.86,1,,,eimeria
A6,ILWE_AA_0412,32.9,34.46,1.86,1,,,eimeria
A7,ILWE_AA_0413,23.59,23.6,0.1,1,,,mouse
A8,ILWE_AA_0413,23.5,23.6,0.1,1,,,mouse
A9,ILWE_AA_0413,23.7,23.6,0.1,1,,,mouse
A10,ILWE_AA_0413,26.25,31.94,4.93,1,,,eimeria
A11,ILWE_AA_0413,34.74,31.94,4.93,1,,,eimeria
A12,ILWE_AA_0413,34.84,31.94,4.93,1,,,eimeria
B1,ILWE_AA_0414,19.98,20.01,0.14,1,,,mouse
B2,ILWE_AA_0414,19.9,20.01,0.14,1,,,mouse
B3,ILWE_AA_0414,20.16,20.01,0.14,1,,,mouse
B4,ILWE_AA_0414,34.34,32.84,1.88,1,,,eimeria
B5,ILWE_AA_0414,30.73,32.84,1.88,1,,,eimeria
B6,ILWE_AA_0414,33.45,32.84,1.88,1,,,eimeria
B7,ILWE_AA_0422,22.54,22.3,0.21,1,,,mouse
B8,ILWE_AA_0422,22.21,22.3,0.21,1,,,mouse
B9,ILWE_AA_0422,22.16,22.3,0.21,1,,,mouse
B10,ILWE_AA_0422,38.91,34.5,3.89,1,,,eimeria
B11,ILWE_AA_0422,32.98,34.5,3.89,1,,,eimeria
B12,ILWE_AA_0422,31.6,34.5,3.89,1,,,eimeria
C1,ILWE_AA_0423,21.04,21.07,0.15,1,,,mouse
C2,ILWE_AA_0423,20.95,21.07,0.15,1,,,mouse
C3,ILWE_AA_0423,21.24,21.07,0.15,1,,,mouse
C4,ILWE_AA_0423,35.21,34.05,1.13,1,,,eimeria
C5,ILWE_AA_0423,33.98,34.05,1.13,1,,,eimeria
C6,ILWE_AA_0423,32.96,34.05,1.13,1,,,eimeria
C7,ILWE_AA_0424,22.85,23.96,1.79,1,,,mouse
C8,ILWE_AA_0424,23,23.96,1.79,1,,,mouse
C9,ILWE_AA_0424,26.02,23.96,1.79,1,,,mouse
C10,ILWE_AA_0424,23.31,31.21,6.85,1,,,eimeria
