Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,ILWE_AA_0450,1,80.3,,,
A2,ILWE_AA_0450,1,80.2,,,
A3,ILWE_AA_0450,1,80.1,,,
A4,ILWE_AA_0450,0,,,,
A5,ILWE_AA_0450,0,,,,
A6,ILWE_AA_0450,0,,,,
A7,ILWE_AA_0451,1,80.3,,,
A8,ILWE_AA_0451,1,80.6,,,
A9,ILWE_AA_0451,1,80.2,,,
A10,ILWE_AA_0451,1,79.5,,,
A11,ILWE_AA_0451,1,79.7,,,
A12,ILWE_AA_0451,0,,,,
B1,ILWE_AA_0452,1,80.3,,,
B2,ILWE_AA_0452,1,80.2,,,
B3,ILWE_AA_0452,1,80.1,,,
B4,ILWE_AA_0452,0,,,,
B5,ILWE_AA_0452,0,,,,
B6,ILWE_AA_0452,0,,,,
B7,ILWE_AA_0453,1,80.4,,,
B8,ILWE_AA_0453,1,80.4,,,
B9,ILWE_AA_0453,1,80.1,,,
B10,ILWE_AA_0453,0,,,,
B11,ILWE_AA_0453,0,,,,
B12,ILWE_AA_0453,0,,,,
C1,ILWE_AA_0454,1,80.1,,,
C2,ILWE_AA_0454,1,80,,,
C3,ILWE_AA_0454,1,80,,,
C4,ILWE_AA_0454,0,,,,
C5,ILWE_AA_0454,0,,,,
C6,ILWE_AA_0454,0,,,,
C7,ILWE_AA_0455,1,80.1,,,
C8,ILWE_AA_0455,1,80,,,
C9,ILWE_AA_0455,1,79.9,,,
C10,ILWE_AA_0455,1,74.5,,,
C11,ILWE_AA_0455,1,74.4,,,
C12,ILWE_AA_0455,1,74.5,,,
D1,ILWE_AA_0456,1,80.2,,,
D2,ILWE_AA_0456,1,80,,,
D3,ILWE_AA_0456,1,79.9,,,
D4,ILWE_AA_0456,0,,,,
D5,ILWE_AA_0456,0,,,,
D6,ILWE_AA_0456,0,,,,
D7,ILWE_AA_0457,1,79.9,,,
D8,ILWE_AA_0457,1,79.9,,,
D9,ILWE_AA_0457,1,79.8,,,
D10,ILWE_AA_0457,0,,,,
D11,ILWE_AA_0457,0,,,,
D12,ILWE_AA_0457,0,,,,
E1,ILWE_AA_0458,1,79.4,,,
E2,ILWE_AA_0458,1,79.4,,,
E3,ILWE_AA_0458,1,79.5,,,
E4,ILWE_AA_0458,0,,,,
E5,ILWE_AA_0458,0,,,,
E6,ILWE_AA_0458,1,75.4,,,
E7,ILWE_AA_0459,1,79.7,,,
E8,ILWE_AA_0459,1,79.6,,,
E9,ILWE_AA_0459,1,79.5,,,
E10,ILWE_AA_0459,0,,,,
E11,ILWE_AA_0459,0,,,,
E12,ILWE_AA_0459,0,,,,
F1,ILWE_AA_0460,1,79.8,,,
F2,ILWE_AA_0460,1,79.8,,,
F3,ILWE_AA_0460,1,79.9,,,
F4,ILWE_AA_0460,0,,,,
F5,ILWE_AA_0460,0,,,,
F6,ILWE_AA_0460,0,,,,
F7,ILWE_AA_0461,1,79.5,,,
F8,ILWE_AA_0461,1,79.4,,,
F9,ILWE_AA_0461,1,79.4,,,
F10,ILWE_AA_0461,0,,,,
F11,ILWE_AA_0461,0,,,,
F12,ILWE_AA_0461,0,,,,
G1,ILWE_AA_0462,1,80.2,,,
G2,ILWE_AA_0462,0,,,,
G3,ILWE_AA_0462,1,80.4,,,
G4,ILWE_AA_0462,0,,,,
G5,ILWE_AA_0462,0,,,,
G6,ILWE_AA_0462,0,,,,
G7,ILWE_AA_0463,1,79.8,,,
G8,ILWE_AA_0463,1,79.7,,,
G9,ILWE_AA_0463,1,79.5,,,
G10,ILWE_AA_0463,0,,,,
G11,ILWE_AA_0463,0,,,,
G12,ILWE_AA_0463,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
