Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0467,1,79.7,,,
A2,CEWE_AA_0467,1,79.2,,,
A3,CEWE_AA_0467,1,80.1,,,
A4,CEWE_AA_0467,0,,,,
A5,CEWE_AA_0467,0,,,,
A6,CEWE_AA_0467,0,,,,
B1,ILWE_AA_0470,1,80.4,,,
B2,ILWE_AA_0470,1,80.2,,,
B3,ILWE_AA_0470,1,80.3,,,
B4,ILWE_AA_0470,0,,,,
B5,ILWE_AA_0470,0,,,,
B6,ILWE_AA_0470,0,,,,
C1,ILWE_AA_0436,1,80.4,,,
C2,ILWE_AA_0436,0,,,,
C3,ILWE_AA_0436,1,80.3,,,
C4,ILWE_AA_0436,1,75.5,,,
C5,ILWE_AA_0436,1,75.9,,,
C6,ILWE_AA_0436,1,75.8,,,
D1,ILWE_AA_0396,1,79.9,,,
D2,ILWE_AA_0396,1,79.9,,,
D3,ILWE_AA_0396,1,79.9,,,
D4,ILWE_AA_0396,0,,,,
D5,ILWE_AA_0396,0,,,,
D6,ILWE_AA_0396,0,,,,
E1,ILWE_AA_0389,1,80.7,,,
E2,ILWE_AA_0389,1,80.6,,,
E3,ILWE_AA_0389,0,,,,
E4,ILWE_AA_0389,0,,,,
E5,ILWE_AA_0389,0,,,,
E6,ILWE_AA_0389,0,,,,
F1,CEWE_AA_0389,1,78.5,,,
F2,CEWE_AA_0389,1,78.3,,,
F3,CEWE_AA_0389,1,79.1,,,
F4,CEWE_AA_0389,0,,,,
F5,CEWE_AA_0389,0,,,,
F6,CEWE_AA_0389,0,,,,
G1,CEWE_AA_0343,1,80,,,
G2,CEWE_AA_0343,1,80,,,
G3,CEWE_AA_0343,1,80,,,
G4,CEWE_AA_0343,1,78.4,,,
G5,CEWE_AA_0343,0,,,,
G6,CEWE_AA_0343,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
