Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0424,1,80.4,,,
A2,CEWE_AA_0424,1,80.4,,,
A3,CEWE_AA_0424,1,80.5,,,
A4,CEWE_AA_0424,0,,,,
A5,CEWE_AA_0424,0,,,,
A6,CEWE_AA_0424,0,,,,
A7,CEWE_AA_0431,1,80,,,
A8,CEWE_AA_0431,1,80,,,
A9,CEWE_AA_0431,1,80,,,
A10,CEWE_AA_0431,1,75.3,,,
A11,CEWE_AA_0431,1,74.9,,,
A12,CEWE_AA_0431,1,74.5,,,
B1,CEWE_AA_0423,1,80,,,
B2,CEWE_AA_0423,1,79.9,,,
B3,CEWE_AA_0423,1,80.2,,,
B4,CEWE_AA_0423,0,,,,
B5,CEWE_AA_0423,0,,,,
B6,CEWE_AA_0423,0,,,,
B7,CEWE_AA_0430,1,80.2,,,
B8,CEWE_AA_0430,1,80,,,
B9,CEWE_AA_0430,1,80.1,,,
B10,CEWE_AA_0430,1,75,,,
B11,CEWE_AA_0430,1,74.7,,,
B12,CEWE_AA_0430,1,74.1,,,
C1,CEWE_AA_0422,1,78.2,,,
C2,CEWE_AA_0422,1,78.3,,,
C3,CEWE_AA_0422,1,78.8,,,
C4,CEWE_AA_0422,0,,,,
C5,CEWE_AA_0422,0,,,,
C6,CEWE_AA_0422,0,,,,
C7,CEWE_AA_0429,1,79.8,,,
C8,CEWE_AA_0429,0,,,,
C9,CEWE_AA_0429,1,79.6,,,
C10,CEWE_AA_0429,0,,,,
C11,CEWE_AA_0429,1,74.1,,,
C12,CEWE_AA_0429,1,73.8,,,
D1,CEWE_AA_0414,1,79.7,,,
D2,CEWE_AA_0414,1,79.6,,,
D3,CEWE_AA_0414,1,79.7,,,
D4,CEWE_AA_0414,0,,,,
D5,CEWE_AA_0414,0,,,,
D6,CEWE_AA_0414,0,,,,
D7,CEWE_AA_0428,1,79.7,,,
D8,CEWE_AA_0428,1,79.6,,,
D9,CEWE_AA_0428,1,79.5,,,
D10,CEWE_AA_0428,1,74.9,,,
D11,CEWE_AA_0428,1,74.4,,,
D12,CEWE_AA_0428,1,74.1,,,
E1,CEWE_AA_0413,1,79.9,,,
E2,CEWE_AA_0413,1,79.8,,,
E3,CEWE_AA_0413,1,79.9,,,
E4,CEWE_AA_0413,1,74.8,,,
E5,CEWE_AA_0413,1,74.8,,,
E6,CEWE_AA_0413,1,74.9,,,
E7,CEWE_AA_0427,1,79.8,,,
E8,CEWE_AA_0427,1,79.6,,,
E9,CEWE_AA_0427,1,79.6,,,
E10,CEWE_AA_0427,0,,,,
E11,CEWE_AA_0427,0,,,,
E12,CEWE_AA_0427,0,,,,
F1,CEWE_AA_0412,1,79.9,,,
F2,CEWE_AA_0412,1,79.8,,,
F3,CEWE_AA_0412,1,79.9,,,
F4,CEWE_AA_0412,1,75.1,,,
F5,CEWE_AA_0412,1,75,,,
F6,CEWE_AA_0412,1,75.3,,,
F7,CEWE_AA_0426,1,79.7,,,
F8,CEWE_AA_0426,1,79.6,,,
F9,CEWE_AA_0426,1,79.6,,,
F10,CEWE_AA_0426,0,,,,
F11,CEWE_AA_0426,0,,,,
F12,CEWE_AA_0426,0,,,,
G1,CEWE_AA_0411,1,80.2,,,
G2,CEWE_AA_0411,1,80,,,
G3,CEWE_AA_0411,1,80,,,
G4,CEWE_AA_0411,0,,,,
G5,CEWE_AA_0411,0,,,,
G6,CEWE_AA_0411,0,,,,
G7,CEWE_AA_0425,1,79.8,,,
G8,CEWE_AA_0425,1,79.8,,,
G9,CEWE_AA_0425,1,79.7,,,
G10,CEWE_AA_0425,0,,,,
G11,CEWE_AA_0425,0,,,,
G12,CEWE_AA_0425,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
