Pos,Name,Ct SYBR,Ct Mean SYBR,Ct Dev. SYBR,Amount SYBR [Copies],Amount Mean SYBR,Amount Dev. SYBR,Target SYBR
A1,CEWE_SK_2983,21.41,21.23,0.15,1,,,mouse
A2,CEWE_SK_2983,21.18,21.23,0.15,1,,,mouse
A3,CEWE_SK_2983,21.11,21.23,0.15,1,,,mouse
A4,CEWE_SK_2983,26.84,26.74,0.26,1,,,eimeria
A5,CEWE_SK_2983,26.93,26.74,0.26,1,,,eimeria
A6,CEWE_SK_2983,26.44,26.74,0.26,1,,,eimeria
A7,CEWE_SK_2984,21.31,21.42,0.12,1,,,mouse
A8,CEWE_SK_2984,21.41,21.42,0.12,1,,,mouse
A9,CEWE_SK_2984,21.55,21.42,0.12,1,,,mouse
A10,CEWE_SK_2984,34.74,35.32,0.51,1,,,eimeria
A11,CEWE_SK_2984,35.66,35.32,0.51,1,,,eimeria
A12,CEWE_SK_2984,35.57,35.32,0.51,1,,,eimeria
B1,CEWE_SK_2985,21.57,21.69,0.22,1,,,mouse
B2,CEWE_SK_2985,21.56,21.69,0.22,1,,,mouse
B3,CEWE_SK_2985,21.94,21.69,0.22,1,,,mouse
B4,CEWE_SK_2985,32.81,32.98,0.18,1,,,eimeria
B5,CEWE_SK_2985,32.96,32.98,0.18,1,,,eimeria
B6,CEWE_SK_2985,33.16,32.98,0.18,1,,,eimeria
B7,CEWE_SK_2986,22,22.01,0.07,1,,,mouse
B8,CEWE_SK_2986,22.08,22.01,0.07,1,,,mouse
B9,CEWE_SK_2986,21.94,22.01,0.07,1,,,mouse
B10,CEWE_SK_2986,33.42,34.01,0.6,1,,,eimeria
B11,CEWE_SK_2986,34.61,34.01,0.6,1,,,eimeria
B12,CEWE_SK_2986,34,34.01,0.6,1,,,eimeria
C1,CEWE_SK_2987,21.99,22.02,0.06,1,,,mouse
C2,CEWE_SK_2987,22.08,22.02,0.06,1,,,mouse
C3,CEWE_SK_2987,21.98,22.02,0.06,1,,,mouse
C4,CEWE_SK_2987,30.95,30.69,0.23,1,,,eimeria
C5,CEWE_SK_2987,30.5,30.69,0.23,1,,,eimeria
C6,CEWE_SK_2987,30.63,30.69,0.23,1,,,eimeria
C7,CEWE_SK_2988,20.99,21,0.04,1,,,mouse
C8,CEWE_SK_2988,21.04,21,0.04,1,,,mouse
C9,CEWE_SK_2988,20.96,21,0.04,1,,,mouse
C10,CEWE_SK_2988,31.3,31.67,0.33,1,,,eimeria
C11,CEWE_SK_2988,31.75,31.67,0.33,1,,,eimeria
C12,CEWE_SK_2988,31.95,31.67,0.33,1,,,eimeria
D1,CEWE_SK_2989,22.02,22.02,0.07,1,,,mouse
D2,CEWE_SK_2989,21.96,22.02,0.07,1,,,mouse
D3,CEWE_SK_2989,22.09,22.02,0.07,1,,,mouse
D4,CEWE_SK_2989,26.46,26.26,0.19,1,,,eimeria
D5,CEWE_SK_2989,26.27,26.26,0.19,1,,,eimeria
D6,CEWE_SK_2989,26.07,26.26,0.19,1,,,eimeria
D7,CEWE_SK_2990,20.94,21.07,0.18,1,,,mouse
D8,CEWE_SK_2990,20.98,21.07,0.18,1,,,mouse
D9,CEWE_SK_2990,21.28,21.07,0.18,1,,,mouse
D10,CEWE_SK_2990,29.28,32.42,2.75,1,,,eimeria
D11,CEWE_SK_2990,33.63,32.42,2.75,1,,,eimeria
D12,CEWE_SK_2990,34.36,32.42,2.75,1,,,eimeria
E1,CEWE_SK_2991,21.33,21.62,0.33,1,,,mouse
E2,CEWE_SK_2991,21.98,21.62,0.33,1,,,mouse
E3,CEWE_SK_2991,21.56,21.62,0.33,1,,,mouse
E4,CEWE_SK_2991,32.22,32.38,0.23,1,,,eimeria
E5,CEWE_SK_2991,32.65,32.38,0.23,1,,,eimeria
E6,CEWE_SK_2991,32.28,32.38,0.23,1,,,eimeria
E7,CEWE_SK_2992,21.11,21.04,0.06,1,,,mouse
E8,CEWE_SK_2992,20.99,21.04,0.06,1,,,mouse
E9,CEWE_SK_2992,21.02,21.04,0.06,1,,,mouse
E10,CEWE_SK_2992,34.92,34.37,0.59,1,,,eimeria
E11,CEWE_SK_2992,33.75,34.37,0.59,1,,,eimeria
E12,CEWE_SK_2992,34.45,34.37,0.59,1,,,eimeria
F1,CEWE_SK_2993,22.1,22.08,0.13,1,,,mouse
F2,CEWE_SK_2993,22.2,22.08,0.13,1,,,mouse
F3,CEWE_SK_2993,21.94,22.08,0.13,1,,,mouse
F4,CEWE_SK_2993,31.19,31.52,0.33,1,,,eimeria
F5,CEWE_SK_2993,31.85,31.52,0.33,1,,,eimeria
F6,CEWE_SK_2993,31.51,31.52,0.33,1,,,eimeria
F7,CEWE_SK_2994,22.23,22.3,0.06,1,,,mouse
F8,CEWE_SK_2994,22.31,22.3,0.06,1,,,mouse
F9,CEWE_SK_2994,22.35,22.3,0.06,1,,,mouse
F10,CEWE_SK_2994,35.25,35.54,0.33,1,,,eimeria
F11,CEWE_SK_2994,35.47,35.54,0.33,1,,,eimeria
F12,CEWE_SK_2994,35.91,35.54,0.33,1,,,eimeria
G1,CEWE_SK_2995,22.43,22.47,0.05,1,,,mouse
G2,CEWE_SK_2995,22.52,22.47,0.05,1,,,mouse
G3,CEWE_SK_2995,22.45,22.47,0.05,1,,,mouse
G4,CEWE_SK_2995,32.59,32.48,0.09,1,,,eimeria
G5,CEWE_SK_2995,32.45,32.48,0.09,1,,,eimeria
G6,CEWE_SK_2995,32.41,32.48,0.09,1,,,eimeria
G7,CEWE_SK_2996,21.8,21.88,0.15,1,,,mouse
G8,CEWE_SK_2996,21.79,21.88,0.15,1,,,mouse
G9,CEWE_SK_2996,22.05,21.88,0.15,1,,,mouse
G10,CEWE_SK_2996,30.53,30.54,0.39,1,,,eimeria
G11,CEWE_SK_2996,30.93,30.54,0.39,1,,,eimeria
G12,CEWE_SK_2996,30.15,30.54,0.39,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,-,,,-,,,mouse
H3,NTC,-,,,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,-,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
Analysis Parameters,,,,,,,,
Type of Application,Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
Inverted Data,OFF,,,,,,,
Threshold setting,Noiseband,,,,,,,
Threshold level,392,,,,,,,
Baseline setting,Automatic,,,,,,,
Baseline range (from cycle no. ... to),n/a,,,,,,,
Drift Correction,OFF,,,,,,,
