Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_SK_2973,1,80.3,,,
A2,CEWE_SK_2973,1,80.1,,,
A3,CEWE_SK_2973,1,80,,,
A4,CEWE_SK_2973,1,74.4,,,
A5,CEWE_SK_2973,1,74.6,,,
A6,CEWE_SK_2973,1,74.4,,,
A7,CEWE_SK_2977,1,80,,,
A8,CEWE_SK_2977,1,79.9,,,
A9,CEWE_SK_2977,1,79.9,,,
A10,CEWE_SK_2977,1,74.7,,,
A11,CEWE_SK_2977,0,,,,
A12,CEWE_SK_2977,0,,,,
B1,CEWE_SK_3048,1,80.2,,,
B2,CEWE_SK_3048,1,80,,,
B3,CEWE_SK_3048,1,80,,,
B4,CEWE_SK_3048,0,,,,
B5,CEWE_SK_3048,0,,,,
B6,CEWE_SK_3048,1,75.2,,,
B7,CEWE_SK_3050,1,79.9,,,
B8,CEWE_SK_3050,1,79.8,,,
B9,CEWE_SK_3050,1,79.5,,,
B10,CEWE_SK_3050,0,,,,
B11,CEWE_SK_3050,0,,,,
B12,CEWE_SK_3050,0,,,,
C1,CEWE_SK_3047,1,79.7,,,
C2,CEWE_SK_3047,1,79.7,,,
C3,CEWE_SK_3047,1,79.6,,,
C4,CEWE_SK_3047,1,75,,,
C5,CEWE_SK_3047,1,75,,,
C6,CEWE_SK_3047,1,75.1,,,
C7,CEWE_SK_3032,1,79.8,,,
C8,CEWE_SK_3032,1,79.6,,,
C9,CEWE_SK_3032,1,79.5,,,
C10,CEWE_SK_3032,0,,,,
C11,CEWE_SK_3032,1,78.2,,,
C12,CEWE_SK_3032,0,,,,
D1,CEWE_SK_3062,1,79.6,,,
D2,CEWE_SK_3062,1,79.8,,,
D3,CEWE_SK_3062,1,79.6,,,
D4,CEWE_SK_3062,0,,,,
D5,CEWE_SK_3062,0,,,,
D6,CEWE_SK_3062,0,,,,
D7,CEWE_SK_3063,1,79.5,,,
D8,CEWE_SK_3063,1,79.3,,,
D9,CEWE_SK_3063,1,79.4,,,
D10,CEWE_SK_3063,1,74.1,,,
D11,CEWE_SK_3063,0,,,,
D12,CEWE_SK_3063,0,,,,
E1,CEWE_SK_3065,1,79.6,,,
E2,CEWE_SK_3065,1,79.4,,,
E3,CEWE_SK_3065,1,79.6,,,
E4,CEWE_SK_3065,0,,,,
E5,CEWE_SK_3065,0,,,,
E6,CEWE_SK_3065,0,,,,
E7,CEWE_SK_3068,1,79.1,,,
E8,CEWE_SK_3068,1,79.2,,,
E9,CEWE_SK_3068,1,79.2,,,
E10,CEWE_SK_3068,0,,,,
E11,CEWE_SK_3068,1,79.5,,,
E12,CEWE_SK_3068,0,,,,
F1,CEWE_SK_3039,1,79.6,,,
F2,CEWE_SK_3039,1,79.4,,,
F3,CEWE_SK_3039,1,79.6,,,
F4,CEWE_SK_3039,1,74.3,,,
F5,CEWE_SK_3039,1,74.2,,,
F6,CEWE_SK_3039,1,74.5,,,
F7,CEWE_SK_3064,1,79.3,,,
F8,CEWE_SK_3064,1,79.4,,,
F9,CEWE_SK_3064,1,79.4,,,
F10,CEWE_SK_3064,0,,,,
F11,CEWE_SK_3064,0,,,,
F12,CEWE_SK_3064,0,,,,
H1,NTC,1,80.4,,80.4,0
H2,NTC,0,,,80.4,
H3,NTC,0,,,80.4,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
