Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_SK_3042,1,79.5,,,
A2,CEWE_SK_3042,1,79.8,,,
A3,CEWE_SK_3042,1,79.8,,,
A4,CEWE_SK_3042,1,74.3,,,
A5,CEWE_SK_3042,1,74.6,,,
A6,CEWE_SK_3042,1,75,,,
A7,CEWE_SK_3043,1,79.7,,,
A8,CEWE_SK_3043,1,79.7,,,
A9,CEWE_SK_3043,1,79.6,,,
A10,CEWE_SK_3043,1,74.9,,,
A11,CEWE_SK_3043,1,75,,,
A12,CEWE_SK_3043,1,75.1,,,
B1,CEWE_SK_3044,1,79.8,,,
B2,CEWE_SK_3044,1,80.1,,,
B3,CEWE_SK_3044,1,80.1,,,
B4,CEWE_SK_3044,0,,,,
B5,CEWE_SK_3044,0,,,,
B6,CEWE_SK_3044,0,,,,
B7,CEWE_SK_3047,1,79.2,,,
B8,CEWE_SK_3047,1,79.2,,,
B9,CEWE_SK_3047,1,79.2,,,
B10,CEWE_SK_3047,1,73.7,,,
B11,CEWE_SK_3047,1,73.9,,,
B12,CEWE_SK_3047,0,,,,
C1,CEWE_SK_3048,1,79.9,,,
C2,CEWE_SK_3048,1,80,,,
C3,CEWE_SK_3048,1,80,,,
C4,CEWE_SK_3048,1,74.7,,,
C5,CEWE_SK_3048,0,,,,
C6,CEWE_SK_3048,0,,,,
C7,CEWE_SK_3049,1,79.7,,,
C8,CEWE_SK_3049,1,79.6,,,
C9,CEWE_SK_3049,1,79.6,,,
C10,CEWE_SK_3049,0,,,,
C11,CEWE_SK_3049,0,,,,
C12,CEWE_SK_3049,0,,,,
D1,CEWE_SK_3050,1,80,,,
D2,CEWE_SK_3050,0,,,,
D3,CEWE_SK_3050,0,,,,
D4,CEWE_SK_3050,0,,,,
D5,CEWE_SK_3050,0,,,,
D6,CEWE_SK_3050,0,,,,
D7,CEWE_SK_3051,1,79.2,,,
D8,CEWE_SK_3051,1,79.2,,,
D9,CEWE_SK_3051,1,79.2,,,
D10,CEWE_SK_3051,0,,,,
D11,CEWE_SK_3051,0,,,,
D12,CEWE_SK_3051,0,,,,
E1,CEWE_SK_3052,1,79.6,,,
E2,CEWE_SK_3052,1,79.8,,,
E3,CEWE_SK_3052,1,79.8,,,
E4,CEWE_SK_3052,0,,,,
E5,CEWE_SK_3052,0,,,,
E6,CEWE_SK_3052,0,,,,
E7,CEWE_SK_3053,1,79.6,,,
E8,CEWE_SK_3053,1,79.6,,,
E9,CEWE_SK_3053,1,79.5,,,
E10,CEWE_SK_3053,0,,,,
E11,CEWE_SK_3053,0,,,,
E12,CEWE_SK_3053,0,,,,
F1,CEWE_SK_3054,1,79.2,,,
F2,CEWE_SK_3054,1,79.7,,,
F3,CEWE_SK_3054,1,79.9,,,
F4,CEWE_SK_3054,0,,,,
F5,CEWE_SK_3054,0,,,,
F6,CEWE_SK_3054,0,,,,
F7,CEWE_SK_3057,1,79.8,,,
F8,CEWE_SK_3057,1,79.7,,,
F9,CEWE_SK_3057,1,79.6,,,
F10,CEWE_SK_3057,0,,,,
F11,CEWE_SK_3057,0,,,,
F12,CEWE_SK_3057,0,,,,
G1,CEWE_SK_3058,1,79.2,,,
G2,CEWE_SK_3058,1,79.6,,,
G3,CEWE_SK_3058,1,79.8,,,
G4,CEWE_SK_3058,0,,,,
G5,CEWE_SK_3058,0,,,,
G6,CEWE_SK_3058,0,,,,
G7,CEWE_SK_3059,1,79.7,,,
G8,CEWE_SK_3059,1,79.6,,,
G9,CEWE_SK_3059,1,79.5,,,
G10,CEWE_SK_3059,0,,,,
G11,CEWE_SK_3059,0,,,,
G12,CEWE_SK_3059,0,,,,
H1,NTC,1,79.5,,79.5,0
H2,NTC,0,,,79.5,
H3,NTC,0,,,79.5,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
