"Pos","Name","No. Tm SYBR","Tm x (°C) SYBR","Tm y (°C) SYBR","Mean SYBR","Dev. SYBR"
"A11","IRG6A",0,"","","",""
"B11","CXCR3",0,"","","",""
"C11","IL-12rb1",0,"","","",""
"D11","B-actin",0,"","","",""
"E11","GAPDH",1,77.4,"","",""
"A1","AA_0067",1,85.0,"",84.9,0.100
"A2","AA_0067",1,84.7,"",84.9,0.100
"B1","AA_0352",1,84.7,"",84.6,0.200
"B2","AA_0352",1,84.5,"",84.6,0.200
"C1","AA_0240",1,84.5,"",84.4,0.100
"C2","AA_0240",1,84.3,"",84.4,0.100
"D1","AA_0280",1,84.4,"",84.3,0.200
"D2","AA_0280",1,84.1,"",84.3,0.200
"E1","AA_0261",1,84.3,"",84.2,0.200
"E2","AA_0261",1,84.1,"",84.2,0.200
"F1","AA_0243",1,84.2,"",84.0,0.200
"F2","AA_0243",1,83.9,"",84.0,0.200
"G1","AA_0312",1,84.3,"","",""
"G2","AA_0312",1,84.1,"","",""
"H1","AA_0257",1,84.5,"","",""
"H2","AA_0257",1,84.4,"","",""
"A3","AA_0067",2,80.9,83.1,"","<undefined>"
"A4","AA_0067",2,81.1,83.3,"","<undefined>"
"B3","AA_0352",2,80.9,83.0,"","<undefined>"
"B4","AA_0352",2,80.9,83.2,"","<undefined>"
"C3","AA_0240",2,80.6,82.8,"","<undefined>"
"C4","AA_0240",2,80.7,82.9,"","<undefined>"
"D3","AA_0280",2,80.4,82.7,"","<undefined>"
"D4","AA_0280",2,80.7,82.9,"","<undefined>"
"E3","AA_0261",2,80.5,82.8,"","<undefined>"
"E4","AA_0261",2,80.3,82.8,"","<undefined>"
"F3","AA_0243",2,80.5,82.8,"","<undefined>"
"F4","AA_0243",2,80.8,82.9,"","<undefined>"
"G3","AA_0312",2,80.6,82.9,"",""
"G4","AA_0312",1,81.0,"","",""
"H3","AA_0257",1,81.0,"","",""
"H4","AA_0257",2,80.6,83.2,"",""
"A5","AA_0067",1,86.4,"",86.4,0.00
"A6","AA_0067",1,86.4,"",86.4,0.00
"B5","AA_0352",1,86.1,"",86.1,0.00
"B6","AA_0352",1,86.1,"",86.1,0.00
"C5","AA_0240",1,85.8,"",85.8,0.00
"C6","AA_0240",1,85.8,"",85.8,0.00
"D5","AA_0280",1,85.8,"",85.8,0.00
"D6","AA_0280",1,85.8,"",85.8,0.00
"E5","AA_0261",1,85.8,"",85.8,0.00
"E6","AA_0261",1,85.8,"",85.8,0.00
"F5","AA_0243",1,85.5,"",85.5,0.100
"F6","AA_0243",1,85.6,"",85.5,0.100
"G5","AA_0312",0,"","","",""
"G6","AA_0312",0,"","","",""
"H5","AA_0257",1,86.1,"","",""
"H6","AA_0257",1,86.1,"","",""
"A7","AA_0067",1,80.4,"",80.3,0.100
"A8","AA_0067",1,80.3,"",80.3,0.100
"B7","AA_0352",2,77.7,80.0,79.4,"<undefined>"
"B8","AA_0352",1,79.4,"",79.4,0.00
"C7","AA_0240",2,77.6,79.9,79.7,"<undefined>"
"C8","AA_0240",1,79.7,"",79.7,0.00
"D7","AA_0280",1,79.8,"",79.8,0.100
"D8","AA_0280",1,79.7,"",79.8,0.100
"E7","AA_0261",1,79.8,"",79.8,0.00
"E8","AA_0261",1,79.8,"",79.8,0.00
"F7","AA_0243",1,79.9,"",79.9,0.100
"F8","AA_0243",1,79.8,"",79.9,0.100
"G7","AA_0312",1,80.0,"","",""
"G8","AA_0312",1,79.4,"","",""
"H7","AA_0257",1,80.1,"","",""
"H8","AA_0257",1,80.0,"","",""
"A9","AA_0067",1,79.9,"",79.8,0.200
"A10","AA_0067",1,79.7,"",79.8,0.200
"B9","AA_0352",1,80.0,"",79.9,0.100
"B10","AA_0352",1,79.9,"",79.9,0.100
"C9","AA_0240",1,79.8,"",79.6,0.200
"C10","AA_0240",1,79.5,"",79.6,0.200
"D9","AA_0280",1,79.6,"",79.5,0.100
"D10","AA_0280",1,79.4,"",79.5,0.100
"E9","AA_0261",1,79.5,"",79.4,0.200
"E10","AA_0261",1,79.3,"",79.4,0.200
"F9","AA_0243",1,79.6,"",79.5,0.100
"F10","AA_0243",1,79.4,"",79.5,0.100
"G9","AA_0312",1,79.9,"","",""
"G10","AA_0312",1,78.3,"","",""
"H9","AA_0257",1,80.0,"","",""
"H10","AA_0257",1,79.8,"","",""

"Main Assay","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay CXCR3","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IRG6","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IL-12","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay GAPDH","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay B-actin","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
