Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_SK_2997,1,80.2,,,
A2,CEWE_SK_2997,1,80.1,,,
A3,CEWE_SK_2997,1,80,,,
A4,CEWE_SK_2997,1,75.1,,,
A5,CEWE_SK_2997,1,75,,,
A6,CEWE_SK_2997,1,75.1,,,
A7,CEWE_SK_2998,1,80,,,
A8,CEWE_SK_2998,1,79.9,,,
A9,CEWE_SK_2998,1,79.8,,,
A10,CEWE_SK_2998,1,74.9,,,
A11,CEWE_SK_2998,1,75,,,
A12,CEWE_SK_2998,1,75,,,
B1,CEWE_SK_2999,1,80.1,,,
B2,CEWE_SK_2999,1,80,,,
B3,CEWE_SK_2999,1,79.9,,,
B4,CEWE_SK_2999,0,,,,
B5,CEWE_SK_2999,0,,,,
B6,CEWE_SK_2999,0,,,,
B7,CEWE_SK_3000,1,79.6,,,
B8,CEWE_SK_3000,1,79.5,,,
B9,CEWE_SK_3000,1,79.4,,,
B10,CEWE_SK_3000,0,,,,
B11,CEWE_SK_3000,0,,,,
B12,CEWE_SK_3000,0,,,,
C1,CEWE_SK_3001,1,79.9,,,
C2,CEWE_SK_3001,1,79.8,,,
C3,CEWE_SK_3001,1,79.7,,,
C4,CEWE_SK_3001,0,,,,
C5,CEWE_SK_3001,0,,,,
C6,CEWE_SK_3001,0,,,,
C7,CEWE_SK_3002,1,79.6,,,
C8,CEWE_SK_3002,1,79.5,,,
C9,CEWE_SK_3002,1,79.4,,,
C10,CEWE_SK_3002,1,74.7,,,
C11,CEWE_SK_3002,1,74.7,,,
C12,CEWE_SK_3002,1,74.8,,,
D1,CEWE_SK_3003,1,80,,,
D2,CEWE_SK_3003,1,79.5,,,
D3,CEWE_SK_3003,1,79.6,,,
D4,CEWE_SK_3003,1,74.8,,,
D5,CEWE_SK_3003,1,74.9,,,
D6,CEWE_SK_3003,1,74.9,,,
D7,CEWE_SK_3004,1,79.5,,,
D8,CEWE_SK_3004,1,79.5,,,
D9,CEWE_SK_3004,1,79.4,,,
D10,CEWE_SK_3004,1,74.7,,,
D11,CEWE_SK_3004,1,74,,,
D12,CEWE_SK_3004,1,74.8,,,
E1,CEWE_SK_3005,1,79.9,,,
E2,CEWE_SK_3005,1,79.7,,,
E3,CEWE_SK_3005,1,79.6,,,
E4,CEWE_SK_3005,0,,,,
E5,CEWE_SK_3005,0,,,,
E6,CEWE_SK_3005,0,,,,
E7,CEWE_SK_3006,1,79.5,,,
E8,CEWE_SK_3006,1,79.4,,,
E9,CEWE_SK_3006,1,79.3,,,
E10,CEWE_SK_3006,1,74.3,,,
E11,CEWE_SK_3006,1,74.3,,,
E12,CEWE_SK_3006,1,74.4,,,
F1,CEWE_SK_3007,1,79.8,,,
F2,CEWE_SK_3007,1,79.6,,,
F3,CEWE_SK_3007,1,79.6,,,
F4,CEWE_SK_3007,0,,,,
F5,CEWE_SK_3007,0,,,,
F6,CEWE_SK_3007,0,,,,
F7,CEWE_SK_3008,1,79.8,,,
F8,CEWE_SK_3008,1,79.6,,,
F9,CEWE_SK_3008,1,79.5,,,
F10,CEWE_SK_3008,1,74,,,
F11,CEWE_SK_3008,1,74.1,,,
F12,CEWE_SK_3008,1,74.1,,,
G1,CEWE_SK_3009,1,79.8,,,
G2,CEWE_SK_3009,1,79.8,,,
G3,CEWE_SK_3009,1,79.8,,,
G4,CEWE_SK_3009,1,74.3,,,
G5,CEWE_SK_3009,1,74,,,
G6,CEWE_SK_3009,1,74.5,,,
G7,CEWE_SK_3010,1,79.8,,,
G8,CEWE_SK_3010,1,79.7,,,
G9,CEWE_SK_3010,1,79.5,,,
G10,CEWE_SK_3010,1,74,,,
G11,CEWE_SK_3010,1,74.1,,,
G12,CEWE_SK_3010,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
