Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_SK_2983,1,80.2,,,
A2,CEWE_SK_2983,1,80.1,,,
A3,CEWE_SK_2983,1,79.9,,,
A4,CEWE_SK_2983,1,75.2,,,
A5,CEWE_SK_2983,1,75.2,,,
A6,CEWE_SK_2983,1,75.3,,,
A7,CEWE_SK_2984,1,80,,,
A8,CEWE_SK_2984,1,79.9,,,
A9,CEWE_SK_2984,1,79.8,,,
A10,CEWE_SK_2984,0,,,,
A11,CEWE_SK_2984,0,,,,
A12,CEWE_SK_2984,0,,,,
B1,CEWE_SK_2985,1,80.2,,,
B2,CEWE_SK_2985,1,80.2,,,
B3,CEWE_SK_2985,1,79.9,,,
B4,CEWE_SK_2985,0,,,,
B5,CEWE_SK_2985,0,,,,
B6,CEWE_SK_2985,0,,,,
B7,CEWE_SK_2986,1,80,,,
B8,CEWE_SK_2986,1,79.8,,,
B9,CEWE_SK_2986,1,79.8,,,
B10,CEWE_SK_2986,1,74,,,
B11,CEWE_SK_2986,1,74.2,,,
B12,CEWE_SK_2986,1,74.2,,,
C1,CEWE_SK_2987,1,79.7,,,
C2,CEWE_SK_2987,1,79.5,,,
C3,CEWE_SK_2987,1,79.4,,,
C4,CEWE_SK_2987,1,74.9,,,
C5,CEWE_SK_2987,1,74.9,,,
C6,CEWE_SK_2987,1,74.9,,,
C7,CEWE_SK_2988,1,79.7,,,
C8,CEWE_SK_2988,1,79.6,,,
C9,CEWE_SK_2988,1,79.5,,,
C10,CEWE_SK_2988,1,74.5,,,
C11,CEWE_SK_2988,1,74.6,,,
C12,CEWE_SK_2988,1,74.6,,,
D1,CEWE_SK_2989,1,79.9,,,
D2,CEWE_SK_2989,1,79.7,,,
D3,CEWE_SK_2989,1,79.5,,,
D4,CEWE_SK_2989,1,75,,,
D5,CEWE_SK_2989,1,74.9,,,
D6,CEWE_SK_2989,1,75,,,
D7,CEWE_SK_2990,1,79.7,,,
D8,CEWE_SK_2990,1,79.6,,,
D9,CEWE_SK_2990,1,79.5,,,
D10,CEWE_SK_2990,0,,,,
D11,CEWE_SK_2990,1,78.9,,,
D12,CEWE_SK_2990,0,,,,
E1,CEWE_SK_2991,1,80,,,
E2,CEWE_SK_2991,1,79.8,,,
E3,CEWE_SK_2991,1,79.8,,,
E4,CEWE_SK_2991,0,,,,
E5,CEWE_SK_2991,0,,,,
E6,CEWE_SK_2991,0,,,,
E7,CEWE_SK_2992,1,79.5,,,
E8,CEWE_SK_2992,1,79.5,,,
E9,CEWE_SK_2992,1,79.4,,,
E10,CEWE_SK_2992,1,78.3,,,
E11,CEWE_SK_2992,0,,,,
E12,CEWE_SK_2992,0,,,,
F1,CEWE_SK_2993,1,79.9,,,
F2,CEWE_SK_2993,1,79.8,,,
F3,CEWE_SK_2993,1,79.8,,,
F4,CEWE_SK_2993,1,74.6,,,
F5,CEWE_SK_2993,1,74.8,,,
F6,CEWE_SK_2993,1,75,,,
F7,CEWE_SK_2994,1,79.7,,,
F8,CEWE_SK_2994,1,79.5,,,
F9,CEWE_SK_2994,1,79.4,,,
F10,CEWE_SK_2994,0,,,,
F11,CEWE_SK_2994,0,,,,
F12,CEWE_SK_2994,0,,,,
G1,CEWE_SK_2995,1,80.1,,,
G2,CEWE_SK_2995,1,80.2,,,
G3,CEWE_SK_2995,1,79.9,,,
G4,CEWE_SK_2995,0,,,,
G5,CEWE_SK_2995,0,,,,
G6,CEWE_SK_2995,0,,,,
G7,CEWE_SK_2996,1,80,,,
G8,CEWE_SK_2996,1,79.9,,,
G9,CEWE_SK_2996,1,79.7,,,
G10,CEWE_SK_2996,1,74.1,,,
G11,CEWE_SK_2996,1,74.1,,,
G12,CEWE_SK_2996,1,74.1,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
