Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_SK_3011,1,80.3,,,
A2,CEWE_SK_3011,1,80.3,,,
A3,CEWE_SK_3011,1,80.3,,,
A4,CEWE_SK_3011,0,,,,
A5,CEWE_SK_3011,1,74.4,,,
A6,CEWE_SK_3011,0,,,,
A7,CEWE_SK_3012,1,79.8,,,
A8,CEWE_SK_3012,1,79.8,,,
A9,CEWE_SK_3012,1,79.6,,,
A10,CEWE_SK_3012,1,74.3,,,
A11,CEWE_SK_3012,1,74.4,,,
A12,CEWE_SK_3012,0,,,,
B1,CEWE_SK_3013,1,80.1,,,
B2,CEWE_SK_3013,1,79.9,,,
B3,CEWE_SK_3013,1,79.9,,,
B4,CEWE_SK_3013,1,73.7,,,
B5,CEWE_SK_3013,1,73.9,,,
B6,CEWE_SK_3013,1,74.3,,,
B7,CEWE_SK_3014,1,79.8,,,
B8,CEWE_SK_3014,1,79.6,,,
B9,CEWE_SK_3014,1,79.5,,,
B10,CEWE_SK_3014,0,,,,
B11,CEWE_SK_3014,0,,,,
B12,CEWE_SK_3014,0,,,,
C1,CEWE_SK_3015,1,79.7,,,
C2,CEWE_SK_3015,1,79.6,,,
C3,CEWE_SK_3015,1,79.5,,,
C4,CEWE_SK_3015,1,74.3,,,
C5,CEWE_SK_3015,1,74.2,,,
C6,CEWE_SK_3015,1,74.7,,,
C7,CEWE_SK_3016,1,79.9,,,
C8,CEWE_SK_3016,1,79.8,,,
C9,CEWE_SK_3016,1,79.5,,,
C10,CEWE_SK_3016,0,,,,
C11,CEWE_SK_3016,0,,,,
C12,CEWE_SK_3016,0,,,,
D1,CEWE_SK_3017,1,79.1,,,
D2,CEWE_SK_3017,1,79.5,,,
D3,CEWE_SK_3017,1,79.6,,,
D4,CEWE_SK_3017,0,,,,
D5,CEWE_SK_3017,0,,,,
D6,CEWE_SK_3017,0,,,,
D7,CEWE_SK_3018,1,80,,,
D8,CEWE_SK_3018,1,79.9,,,
D9,CEWE_SK_3018,1,79.8,,,
D10,CEWE_SK_3018,0,,,,
D11,CEWE_SK_3018,0,,,,
D12,CEWE_SK_3018,0,,,,
E1,CEWE_SK_3019,1,79.8,,,
E2,CEWE_SK_3019,1,79.6,,,
E3,CEWE_SK_3019,1,79.6,,,
E4,CEWE_SK_3019,1,73.4,,,
E5,CEWE_SK_3019,1,73,,,
E6,CEWE_SK_3019,1,74.1,,,
E7,CEWE_SK_3020,1,79.8,,,
E8,CEWE_SK_3020,1,79.7,,,
E9,CEWE_SK_3020,1,79.7,,,
E10,CEWE_SK_3020,0,,,,
E11,CEWE_SK_3020,0,,,,
E12,CEWE_SK_3020,0,,,,
F1,CEWE_SK_3021,1,79.9,,,
F2,CEWE_SK_3021,1,79.8,,,
F3,CEWE_SK_3021,1,79.8,,,
F4,CEWE_SK_3021,0,,,,
F5,CEWE_SK_3021,0,,,,
F6,CEWE_SK_3021,0,,,,
F7,CEWE_SK_3022,1,79.9,,,
F8,CEWE_SK_3022,1,79.9,,,
F9,CEWE_SK_3022,1,79.7,,,
F10,CEWE_SK_3022,1,75.1,,,
F11,CEWE_SK_3022,1,75.1,,,
F12,CEWE_SK_3022,0,,,,
G1,CEWE_SK_3023,1,79.9,,,
G2,CEWE_SK_3023,1,79.9,,,
G3,CEWE_SK_3023,1,79.8,,,
G4,CEWE_SK_3023,1,74.1,,,
G5,CEWE_SK_3023,1,74.1,,,
G6,CEWE_SK_3023,1,74.9,,,
G7,CEWE_SK_3024,0,,,,
G8,CEWE_SK_3024,0,,,,
G9,CEWE_SK_3024,0,,,,
G10,CEWE_SK_3024,0,,,,
G11,CEWE_SK_3024,0,,,,
G12,CEWE_SK_3024,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,75.1,
H5,NTC,1,75.1,,75.1,0
H6,NTC,0,,,75.1,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
