Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0448,1,80.3,,,
A2,CEWE_AA_0448,1,80.3,,,
A3,CEWE_AA_0448,1,80.3,,,
A4,CEWE_AA_0448,0,,,,
A5,CEWE_AA_0448,0,,,,
A6,CEWE_AA_0448,0,,,,
A7,CEWE_AA_0449,1,80.2,,,
A8,CEWE_AA_0449,1,79.9,,,
A9,CEWE_AA_0449,1,80,,,
A10,CEWE_AA_0449,0,,,,
A11,CEWE_AA_0449,0,,,,
A12,CEWE_AA_0449,0,,,,
B1,CEWE_AA_0450,1,79.9,,,
B2,CEWE_AA_0450,0,,,,
B3,CEWE_AA_0450,1,80,,,
B4,CEWE_AA_0450,0,,,,
B5,CEWE_AA_0450,0,,,,
B6,CEWE_AA_0450,0,,,,
B7,CEWE_AA_0451,1,79.8,,,
B8,CEWE_AA_0451,1,79.8,,,
B9,CEWE_AA_0451,1,79.9,,,
B10,CEWE_AA_0451,0,,,,
B11,CEWE_AA_0451,0,,,,
B12,CEWE_AA_0451,0,,,,
C1,CEWE_AA_0452,1,79.7,,,
C2,CEWE_AA_0452,1,79.6,,,
C3,CEWE_AA_0452,1,79.7,,,
C4,CEWE_AA_0452,1,75.1,,,
C5,CEWE_AA_0452,1,75.1,,,
C6,CEWE_AA_0452,1,75.3,,,
C7,CEWE_AA_0453,1,79.9,,,
C8,CEWE_AA_0453,1,79.8,,,
C9,CEWE_AA_0453,1,79.7,,,
C10,CEWE_AA_0453,0,,,,
C11,CEWE_AA_0453,0,,,,
C12,CEWE_AA_0453,0,,,,
D1,CEWE_AA_0454,1,79.8,,,
D2,CEWE_AA_0454,0,,,,
D3,CEWE_AA_0454,1,80,,,
D4,CEWE_AA_0454,1,75,,,
D5,CEWE_AA_0454,1,74.9,,,
D6,CEWE_AA_0454,1,75,,,
D7,CEWE_AA_0455,1,79.6,,,
D8,CEWE_AA_0455,1,79.5,,,
D9,CEWE_AA_0455,1,79.5,,,
D10,CEWE_AA_0455,1,74.6,,,
D11,CEWE_AA_0455,1,74.5,,,
D12,CEWE_AA_0455,1,74.6,,,
E1,CEWE_AA_0456,1,79.7,,,
E2,CEWE_AA_0456,1,79.5,,,
E3,CEWE_AA_0456,1,79.6,,,
E4,CEWE_AA_0456,0,,,,
E5,CEWE_AA_0456,0,,,,
E6,CEWE_AA_0456,0,,,,
E7,CEWE_AA_0457,1,79.6,,,
E8,CEWE_AA_0457,1,79.6,,,
E9,CEWE_AA_0457,1,79.5,,,
E10,CEWE_AA_0457,0,,,,
E11,CEWE_AA_0457,0,,,,
E12,CEWE_AA_0457,0,,,,
F1,CEWE_AA_0458,1,79.9,,,
F2,CEWE_AA_0458,0,,,,
F3,CEWE_AA_0458,1,79.9,,,
F4,CEWE_AA_0458,1,74.9,,,
F5,CEWE_AA_0458,1,75,,,
F6,CEWE_AA_0458,1,75.1,,,
F7,CEWE_AA_0459,1,79.6,,,
F8,CEWE_AA_0459,1,79.5,,,
F9,CEWE_AA_0459,1,79.5,,,
F10,CEWE_AA_0459,0,,,,
F11,CEWE_AA_0459,0,,,,
F12,CEWE_AA_0459,1,74.9,,,
G1,CEWE_AA_0460,1,80.2,,,
G2,CEWE_AA_0460,1,80,,,
G3,CEWE_AA_0460,1,80,,,
G4,CEWE_AA_0460,0,,,,
G5,CEWE_AA_0460,1,75.5,,,
G6,CEWE_AA_0460,0,,,,
G7,CEWE_AA_0461,1,79.9,,,
G8,CEWE_AA_0461,1,79.8,,,
G9,CEWE_AA_0461,1,79.7,,,
G10,CEWE_AA_0461,1,74.7,,,
G11,CEWE_AA_0461,0,,,,
G12,CEWE_AA_0461,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
