Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0514,1,80.2,,,
A2,CEWE_AA_0514,1,80.1,,,
A3,CEWE_AA_0514,1,80.1,,,
A4,CEWE_AA_0514,0,,,,
A5,CEWE_AA_0514,0,,,,
A6,CEWE_AA_0514,0,,,,
A7,ILWE_AA_0514,1,79.7,,,
A8,ILWE_AA_0514,1,79.7,,,
A9,ILWE_AA_0514,1,79.8,,,
A10,ILWE_AA_0514,0,,,,
A11,ILWE_AA_0514,0,,,,
A12,ILWE_AA_0514,0,,,,
B1,CEWE_AA_0515,1,80.5,,,
B2,CEWE_AA_0515,1,80.3,,,
B3,CEWE_AA_0515,1,80.3,,,
B4,CEWE_AA_0515,0,,,,
B5,CEWE_AA_0515,0,,,,
B6,CEWE_AA_0515,0,,,,
B7,ILWE_AA_0519,1,79.5,,,
B8,ILWE_AA_0519,1,79.5,,,
B9,ILWE_AA_0519,1,79.3,,,
B10,ILWE_AA_0519,0,,,,
B11,ILWE_AA_0519,0,,,,
B12,ILWE_AA_0519,0,,,,
C1,CEWE_AA_0520,1,79.5,,,
C2,CEWE_AA_0520,1,79.6,,,
C3,CEWE_AA_0520,1,80,,,
C4,CEWE_AA_0520,0,,,,
C5,CEWE_AA_0520,0,,,,
C6,CEWE_AA_0520,0,,,,
C7,ILWE_AA_0520,1,79.8,,,
C8,ILWE_AA_0520,1,79.8,,,
C9,ILWE_AA_0520,1,79.8,,,
C10,ILWE_AA_0520,0,,,,
C11,ILWE_AA_0520,0,,,,
C12,ILWE_AA_0520,0,,,,
D1,CEWE_AA_0521,1,79.8,,,
D2,CEWE_AA_0521,1,79.8,,,
D3,CEWE_AA_0521,1,80,,,
D4,CEWE_AA_0521,0,,,,
D5,CEWE_AA_0521,0,,,,
D6,CEWE_AA_0521,0,,,,
D7,ILWE_AA_0521,1,79.6,,,
D8,ILWE_AA_0521,1,79.6,,,
D9,ILWE_AA_0521,1,79.5,,,
D10,ILWE_AA_0521,0,,,,
D11,ILWE_AA_0521,1,77.4,,,
D12,ILWE_AA_0521,0,,,,
E1,CEWE_AA_0522,1,79.9,,,
E2,CEWE_AA_0522,1,79.9,,,
E3,CEWE_AA_0522,1,80.1,,,
E4,CEWE_AA_0522,1,74.9,,,
E5,CEWE_AA_0522,1,75,,,
E6,CEWE_AA_0522,1,75,,,
E7,ILWE_AA_0522,1,79.6,,,
E8,ILWE_AA_0522,1,79.7,,,
E9,ILWE_AA_0522,1,79.8,,,
E10,ILWE_AA_0522,0,,,,
E11,ILWE_AA_0522,0,,,,
E12,ILWE_AA_0522,0,,,,
F1,CEWE_AA_0523,1,79.9,,,
F2,CEWE_AA_0523,1,79.9,,,
F3,CEWE_AA_0523,1,80,,,
F4,CEWE_AA_0523,1,74.1,,,
F5,CEWE_AA_0523,1,74.2,,,
F6,CEWE_AA_0523,1,74.3,,,
F7,ILWE_AA_0523,1,79.6,,,
F8,ILWE_AA_0523,1,79.8,,,
F9,ILWE_AA_0523,1,79.9,,,
F10,ILWE_AA_0523,1,74.2,,,
F11,ILWE_AA_0523,1,74.3,,,
F12,ILWE_AA_0523,1,74.7,,,
G1,ILWE_AA_0518,1,80.2,,,
G2,ILWE_AA_0518,1,80.1,,,
G3,ILWE_AA_0518,1,80.2,,,
G4,ILWE_AA_0518,1,74.9,,,
G5,ILWE_AA_0518,1,75.1,,,
G6,ILWE_AA_0518,0,,,,
G7,ILWE_AA_0517,1,79.9,,,
G8,ILWE_AA_0517,1,79.8,,,
G9,ILWE_AA_0517,1,79.8,,,
G10,ILWE_AA_0517,0,,,,
G11,ILWE_AA_0517,0,,,,
G12,ILWE_AA_0517,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,75.3,
H11,water,1,75.3,,75.3,0
H12,water,0,,,75.3,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
