Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0276,1,80.5,,,
A2,CEWE_AA_0276,1,80.4,,,
A3,CEWE_AA_0276,1,80.3,,,
A4,CEWE_AA_0276,0,,,,
A5,CEWE_AA_0276,0,,,,
A6,CEWE_AA_0276,0,,,,
A7,ILWE_AA_0276,1,80.3,,,
A8,ILWE_AA_0276,1,80.3,,,
A9,ILWE_AA_0276,1,80.5,,,
A10,ILWE_AA_0276,1,78.8,,,
A11,ILWE_AA_0276,0,,,,
A12,ILWE_AA_0276,0,,,,
B1,CEWE_AA_0277,1,80.2,,,
B2,CEWE_AA_0277,1,80,,,
B3,CEWE_AA_0277,1,80,,,
B4,CEWE_AA_0277,1,80.4,,,
B5,CEWE_AA_0277,1,75.9,,,
B6,CEWE_AA_0277,0,,,,
B7,ILWE_AA_0277,1,80.4,,,
B8,ILWE_AA_0277,1,80.3,,,
B9,ILWE_AA_0277,1,80.4,,,
B10,ILWE_AA_0277,0,,,,
B11,ILWE_AA_0277,0,,,,
B12,ILWE_AA_0277,0,,,,
C1,CEWE_AA_0278,1,80.1,,,
C2,CEWE_AA_0278,1,80,,,
C3,CEWE_AA_0278,1,79.9,,,
C4,CEWE_AA_0278,0,,,,
C5,CEWE_AA_0278,0,,,,
C6,CEWE_AA_0278,0,,,,
C7,ILWE_AA_0278,1,79.8,,,
C8,ILWE_AA_0278,1,79.8,,,
C9,ILWE_AA_0278,1,79.9,,,
C10,ILWE_AA_0278,1,71.5,,,
C11,ILWE_AA_0278,0,,,,
C12,ILWE_AA_0278,0,,,,
D1,CEWE_AA_0279,1,80,,,
D2,CEWE_AA_0279,1,79.9,,,
D3,CEWE_AA_0279,1,79.8,,,
D4,CEWE_AA_0279,0,,,,
D5,CEWE_AA_0279,0,,,,
D6,CEWE_AA_0279,0,,,,
D7,ILWE_AA_0279,1,79.8,,,
D8,ILWE_AA_0279,1,79.8,,,
D9,ILWE_AA_0279,1,80,,,
D10,ILWE_AA_0279,0,,,,
D11,ILWE_AA_0279,0,,,,
D12,ILWE_AA_0279,0,,,,
E1,CEWE_AA_0280,1,80.2,,,
E2,CEWE_AA_0280,1,80.1,,,
E3,CEWE_AA_0280,1,79.9,,,
E4,CEWE_AA_0280,0,,,,
E5,CEWE_AA_0280,0,,,,
E6,CEWE_AA_0280,0,,,,
E7,ILWE_AA_0280,1,79.7,,,
E8,ILWE_AA_0280,1,79.7,,,
E9,ILWE_AA_0280,1,79.8,,,
E10,ILWE_AA_0280,0,,,,
E11,ILWE_AA_0280,0,,,,
E12,ILWE_AA_0280,1,79.2,,,
F1,CEWE_AA_0281,1,80.1,,,
F2,CEWE_AA_0281,1,80.1,,,
F3,CEWE_AA_0281,1,79.9,,,
F4,CEWE_AA_0281,0,,,,
F5,CEWE_AA_0281,0,,,,
F6,CEWE_AA_0281,0,,,,
F7,ILWE_AA_0281,1,80,,,
F8,ILWE_AA_0281,1,79.8,,,
F9,ILWE_AA_0281,1,79.9,,,
F10,ILWE_AA_0281,0,,,,
F11,ILWE_AA_0281,0,,,,
F12,ILWE_AA_0281,0,,,,
G1,CEWE_AA_0282,1,80.2,,,
G2,CEWE_AA_0282,1,80.2,,,
G3,CEWE_AA_0282,1,80.1,,,
G4,CEWE_AA_0282,0,,,,
G5,CEWE_AA_0282,0,,,,
G6,CEWE_AA_0282,0,,,,
G7,ILWE_AA_0282,1,80.2,,,
G8,ILWE_AA_0282,1,80,,,
G9,ILWE_AA_0282,1,80.2,,,
G10,ILWE_AA_0282,0,,,,
G11,ILWE_AA_0282,0,,,,
G12,ILWE_AA_0282,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
