Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0251,1,78.9,,,
A2,CEWE_AA_0251,1,79.9,,,
A3,CEWE_AA_0251,0,,,,
A4,CEWE_AA_0251,0,,,,
A5,CEWE_AA_0251,0,,,,
A6,CEWE_AA_0251,0,,,,
A7,ILWE_AA_0251,1,79.5,,,
A8,ILWE_AA_0251,0,,,,
A9,ILWE_AA_0251,1,79.6,,,
A10,ILWE_AA_0251,0,,,,
A11,ILWE_AA_0251,0,,,,
A12,ILWE_AA_0251,0,,,,
B1,CEWE_AA_0252,1,79,,,
B2,CEWE_AA_0252,1,80,,,
B3,CEWE_AA_0252,0,,,,
B4,CEWE_AA_0252,1,74.1,,,
B5,CEWE_AA_0252,1,74.7,,,
B6,CEWE_AA_0252,0,,,,
B7,ILWE_AA_0252,1,78.7,,,
B8,ILWE_AA_0252,0,,,,
B9,ILWE_AA_0252,1,79.1,,,
B10,ILWE_AA_0252,0,,,,
B11,ILWE_AA_0252,0,,,,
B12,ILWE_AA_0252,0,,,,
C1,CEWE_AA_0255,1,78.7,,,
C2,CEWE_AA_0255,1,79.8,,,
C3,CEWE_AA_0255,0,,,,
C4,CEWE_AA_0255,1,72.9,,,
C5,CEWE_AA_0255,0,,,,
C6,CEWE_AA_0255,0,,,,
C7,ILWE_AA_0255,1,79,,,
C8,ILWE_AA_0255,0,,,,
C9,ILWE_AA_0255,1,79.3,,,
C10,ILWE_AA_0255,0,,,,
C11,ILWE_AA_0255,0,,,,
C12,ILWE_AA_0255,0,,,,
D1,CEWE_AA_0256,1,78.4,,,
D2,CEWE_AA_0256,1,79.6,,,
D3,CEWE_AA_0256,0,,,,
D4,CEWE_AA_0256,0,,,,
D5,CEWE_AA_0256,1,73.8,,,
D6,CEWE_AA_0256,0,,,,
D7,ILWE_AA_0256,1,78.6,,,
D8,ILWE_AA_0256,0,,,,
D9,ILWE_AA_0256,1,79.1,,,
D10,ILWE_AA_0256,0,,,,
D11,ILWE_AA_0256,0,,,,
D12,ILWE_AA_0256,0,,,,
E1,CEWE_AA_0257,0,,,,
E2,CEWE_AA_0257,1,79.6,,,
E3,CEWE_AA_0257,0,,,,
E4,CEWE_AA_0257,1,73.3,,,
E5,CEWE_AA_0257,1,74.1,,,
E6,CEWE_AA_0257,1,75,,,
E7,ILWE_AA_0257,1,78.4,,,
E8,ILWE_AA_0257,1,79.6,,,
E9,ILWE_AA_0257,1,78.7,,,
E10,ILWE_AA_0257,0,,,,
E11,ILWE_AA_0257,0,,,,
E12,ILWE_AA_0257,0,,,,
F1,CEWE_AA_0258,0,,,,
F2,CEWE_AA_0258,1,79.5,,,
F3,CEWE_AA_0258,0,,,,
F4,CEWE_AA_0258,0,,,,
F5,CEWE_AA_0258,1,73.9,,,
F6,CEWE_AA_0258,0,,,,
F7,ILWE_AA_0258,1,78.9,,,
F8,ILWE_AA_0258,1,79.8,,,
F9,ILWE_AA_0258,1,78.9,,,
F10,ILWE_AA_0258,0,,,,
F11,ILWE_AA_0258,0,,,,
F12,ILWE_AA_0258,0,,,,
G1,CEWE_AA_0259,1,78,,,
G2,CEWE_AA_0259,1,79.5,,,
G3,CEWE_AA_0259,0,,,,
G4,CEWE_AA_0259,1,73.5,,,
G5,CEWE_AA_0259,1,74.2,,,
G6,CEWE_AA_0259,1,75.2,,,
G7,ILWE_AA_0259,1,79.6,,,
G8,ILWE_AA_0259,0,,,,
G9,ILWE_AA_0259,1,79.5,,,
G10,ILWE_AA_0259,0,,,,
G11,ILWE_AA_0259,0,,,,
G12,ILWE_AA_0259,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
