Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0301,1,80.5,,,
A2,CEWE_AA_0301,1,80.4,,,
A3,CEWE_AA_0301,1,80.3,,,
A4,CEWE_AA_0301,1,79.2,,,
A5,CEWE_AA_0301,1,79.5,,,
A6,CEWE_AA_0301,0,,,,
A7,ILWE_AA_0301,1,80.2,,,
A8,ILWE_AA_0301,1,80.2,,,
A9,ILWE_AA_0301,1,80.3,,,
A10,ILWE_AA_0301,1,78.9,,,
A11,ILWE_AA_0301,0,,,,
A12,ILWE_AA_0301,0,,,,
B1,CEWE_AA_0302,1,80.6,,,
B2,CEWE_AA_0302,1,80.4,,,
B3,CEWE_AA_0302,1,80.4,,,
B4,CEWE_AA_0302,1,78.9,,,
B5,CEWE_AA_0302,1,79.3,,,
B6,CEWE_AA_0302,0,,,,
B7,ILWE_AA_0302,1,79.8,,,
B8,ILWE_AA_0302,1,79.6,,,
B9,ILWE_AA_0302,1,80.2,,,
B10,ILWE_AA_0302,0,,,,
B11,ILWE_AA_0302,0,,,,
B12,ILWE_AA_0302,0,,,,
C1,CEWE_AA_0310,1,80,,,
C2,CEWE_AA_0310,1,79.9,,,
C3,CEWE_AA_0310,1,80.2,,,
C4,CEWE_AA_0310,1,74.4,,,
C5,CEWE_AA_0310,1,74.6,,,
C6,CEWE_AA_0310,0,,,,
C7,ILWE_AA_0310,1,80,,,
C8,ILWE_AA_0310,1,79.9,,,
C9,ILWE_AA_0310,1,80.2,,,
C10,ILWE_AA_0310,0,,,,
C11,ILWE_AA_0310,0,,,,
C12,ILWE_AA_0310,0,,,,
D1,CEWE_AA_0368,1,79.9,,,
D2,CEWE_AA_0368,1,79.7,,,
D3,CEWE_AA_0368,1,79.8,,,
D4,CEWE_AA_0368,1,78.7,,,
D5,CEWE_AA_0368,0,,,,
D6,CEWE_AA_0368,0,,,,
D7,ILWE_AA_0368,1,79.9,,,
D8,ILWE_AA_0368,1,79.8,,,
D9,ILWE_AA_0368,1,80.2,,,
D10,ILWE_AA_0368,0,,,,
D11,ILWE_AA_0368,0,,,,
D12,ILWE_AA_0368,0,,,,
E1,CEWE_AA_0369,1,80,,,
E2,CEWE_AA_0369,1,79.9,,,
E3,CEWE_AA_0369,1,79.9,,,
E4,CEWE_AA_0369,0,,,,
E5,CEWE_AA_0369,0,,,,
E6,CEWE_AA_0369,1,78.7,,,
E7,ILWE_AA_0369,1,79.6,,,
E8,ILWE_AA_0369,1,79.5,,,
E9,ILWE_AA_0369,1,79.8,,,
E10,ILWE_AA_0369,0,,,,
E11,ILWE_AA_0369,0,,,,
E12,ILWE_AA_0369,0,,,,
F1,CEWE_AA_0377,1,80.5,,,
F2,CEWE_AA_0377,1,80.3,,,
F3,CEWE_AA_0377,1,80.4,,,
F4,CEWE_AA_0377,0,,,,
F5,CEWE_AA_0377,0,,,,
F6,CEWE_AA_0377,0,,,,
F7,ILWE_AA_0377,1,80.3,,,
F8,ILWE_AA_0377,1,80,,,
F9,ILWE_AA_0377,1,80,,,
F10,ILWE_AA_0377,1,78.7,,,
F11,ILWE_AA_0377,0,,,,
F12,ILWE_AA_0377,1,78.5,,,
G1,CEWE_AA_0378,1,80.1,,,
G2,CEWE_AA_0378,1,80.3,,,
G3,CEWE_AA_0378,1,80,,,
G4,CEWE_AA_0378,1,78.8,,,
G5,CEWE_AA_0378,0,,,,
G6,CEWE_AA_0378,0,,,,
G7,ILWE_AA_0378,1,80,,,
G8,ILWE_AA_0378,1,79.8,,,
G9,ILWE_AA_0378,1,79.9,,,
G10,ILWE_AA_0378,0,,,,
G11,ILWE_AA_0378,0,,,,
G12,ILWE_AA_0378,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,73.2,
H5,NTC,0,,,73.2,
H6,NTC,1,73.2,,73.2,0
H7,water,0,,,71.3,
H8,water,1,71.3,,71.3,0
H9,water,0,,,71.3,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
