Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0432,1,80.2,,,
A2,CEWE_AA_0432,1,80,,,
A3,CEWE_AA_0432,1,80.1,,,
A4,CEWE_AA_0432,0,,,,
A5,CEWE_AA_0432,0,,,,
A6,CEWE_AA_0432,0,,,,
A7,CEWE_AA_0434,1,80.4,,,
A8,CEWE_AA_0434,1,80.3,,,
A9,CEWE_AA_0434,1,80.6,,,
A10,CEWE_AA_0434,1,75,,,
A11,CEWE_AA_0434,1,75,,,
A12,CEWE_AA_0434,1,75,,,
B1,CEWE_AA_0435,1,80.2,,,
B2,CEWE_AA_0435,1,80.2,,,
B3,CEWE_AA_0435,1,80,,,
B4,CEWE_AA_0435,0,,,,
B5,CEWE_AA_0435,0,,,,
B6,CEWE_AA_0435,0,,,,
B7,CEWE_AA_0436,1,80,,,
B8,CEWE_AA_0436,1,79.8,,,
B9,CEWE_AA_0436,1,80,,,
B10,CEWE_AA_0436,1,75,,,
B11,CEWE_AA_0436,1,75,,,
B12,CEWE_AA_0436,1,75,,,
C1,CEWE_AA_0436*,1,79.4,,,
C2,CEWE_AA_0436*,1,79.2,,,
C3,CEWE_AA_0436*,1,79.2,,,
C4,CEWE_AA_0436*,0,,,,
C5,CEWE_AA_0436*,0,,,,
C6,CEWE_AA_0436*,0,,,,
C7,CEWE_AA_0437,1,80.1,,,
C8,CEWE_AA_0437,1,80.1,,,
C9,CEWE_AA_0437,1,80.1,,,
C10,CEWE_AA_0437,0,,,,
C11,CEWE_AA_0437,0,,,,
C12,CEWE_AA_0437,0,,,,
D1,CEWE_AA_0438,1,80,,,
D2,CEWE_AA_0438,1,79.9,,,
D3,CEWE_AA_0438,1,79.8,,,
D4,CEWE_AA_0438,0,,,,
D5,CEWE_AA_0438,0,,,,
D6,CEWE_AA_0438,0,,,,
D7,CEWE_AA_0440,1,80.5,,,
D8,CEWE_AA_0440,1,80.4,,,
D9,CEWE_AA_0440,0,,,,
D10,CEWE_AA_0440,0,,,,
D11,CEWE_AA_0440,0,,,,
D12,CEWE_AA_0440,0,,,,
E1,CEWE_AA_0441,1,80,,,
E2,CEWE_AA_0441,1,80,,,
E3,CEWE_AA_0441,1,79.9,,,
E4,CEWE_AA_0441,1,75.1,,,
E5,CEWE_AA_0441,1,75.1,,,
E6,CEWE_AA_0441,1,75.1,,,
E7,CEWE_AA_0442,1,79.9,,,
E8,CEWE_AA_0442,1,80,,,
E9,CEWE_AA_0442,1,80,,,
E10,CEWE_AA_0442,0,,,,
E11,CEWE_AA_0442,0,,,,
E12,CEWE_AA_0442,0,,,,
F1,CEWE_AA_0443,1,80.2,,,
F2,CEWE_AA_0443,1,80.1,,,
F3,CEWE_AA_0443,1,80.1,,,
F4,CEWE_AA_0443,0,,,,
F5,CEWE_AA_0443,0,,,,
F6,CEWE_AA_0443,0,,,,
F7,CEWE_AA_0444,1,79.6,,,
F8,CEWE_AA_0444,1,79.9,,,
F9,CEWE_AA_0444,1,80,,,
F10,CEWE_AA_0444,0,,,,
F11,CEWE_AA_0444,0,,,,
F12,CEWE_AA_0444,0,,,,
G1,CEWE_AA_0445,1,80.2,,,
G2,CEWE_AA_0445,1,80.2,,,
G3,CEWE_AA_0445,1,80.2,,,
G4,CEWE_AA_0445,1,74.4,,,
G5,CEWE_AA_0445,1,74.7,,,
G6,CEWE_AA_0445,1,74.8,,,
G7,CEWE_AA_0446,1,80.1,,,
G8,CEWE_AA_0446,1,80,,,
G9,CEWE_AA_0446,1,80,,,
G10,CEWE_AA_0446,1,74.7,,,
G11,CEWE_AA_0446,1,74.7,,,
G12,CEWE_AA_0446,1,74.6,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
