Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0356,1,80.1,,,
A2,CEWE_AA_0356,0,,,,
A3,CEWE_AA_0356,1,80.3,,,
A4,CEWE_AA_0356,0,,,,
A5,CEWE_AA_0356,0,,,,
A6,CEWE_AA_0356,0,,,,
A7,ILWE_AA_0356,1,80,,,
A8,ILWE_AA_0356,1,80.1,,,
A9,ILWE_AA_0356,0,,,,
A10,ILWE_AA_0356,0,,,,
A11,ILWE_AA_0356,0,,,,
A12,ILWE_AA_0356,0,,,,
B1,CEWE_AA_0357,1,79.9,,,
B2,CEWE_AA_0357,1,79.9,,,
B3,CEWE_AA_0357,0,,,,
B4,CEWE_AA_0357,0,,,,
B5,CEWE_AA_0357,0,,,,
B6,CEWE_AA_0357,0,,,,
B7,ILWE_AA_0357,1,79.6,,,
B8,ILWE_AA_0357,1,79.8,,,
B9,ILWE_AA_0357,1,79.8,,,
B10,ILWE_AA_0357,0,,,,
B11,ILWE_AA_0357,0,,,,
B12,ILWE_AA_0357,0,,,,
C1,CEWE_AA_0358,1,79.5,,,
C2,CEWE_AA_0358,1,79.5,,,
C3,CEWE_AA_0358,1,79.8,,,
C4,CEWE_AA_0358,1,74.5,,,
C5,CEWE_AA_0358,1,74.7,,,
C6,CEWE_AA_0358,0,,,,
C7,ILWE_AA_0358,1,79.6,,,
C8,ILWE_AA_0358,1,79.7,,,
C9,ILWE_AA_0358,0,,,,
C10,ILWE_AA_0358,0,,,,
C11,ILWE_AA_0358,0,,,,
C12,ILWE_AA_0358,0,,,,
D1,CEWE_AA_0359,1,79.5,,,
D2,CEWE_AA_0359,1,79.6,,,
D3,CEWE_AA_0359,0,,,,
D4,CEWE_AA_0359,0,,,,
D5,CEWE_AA_0359,0,,,,
D6,CEWE_AA_0359,0,,,,
D7,359,1,78.8,,,
D8,359,1,79.1,,,
D9,359,1,79.3,,,
D10,ILWE_AA_0359,1,77.6,,,
D11,ILWE_AA_0359,0,,,,
D12,ILWE_AA_0359,0,,,,
E1,CEWE_AA_0360,1,79.8,,,
E2,CEWE_AA_0360,1,79.6,,,
E3,CEWE_AA_0360,0,,,,
E4,CEWE_AA_0360,0,,,,
E5,CEWE_AA_0360,0,,,,
E6,CEWE_AA_0360,0,,,,
E7,ILWE_AA_0360,1,79.5,,,
E8,ILWE_AA_0360,1,79.5,,,
E9,ILWE_AA_0360,1,79.5,,,
E10,ILWE_AA_0360,0,,,,
E11,ILWE_AA_0360,0,,,,
E12,ILWE_AA_0360,0,,,,
F1,CEWE_AA_0365,0,,,,
F2,CEWE_AA_0365,0,,,,
F3,CEWE_AA_0365,0,,,,
F4,CEWE_AA_0365,0,,,,
F5,CEWE_AA_0365,0,,,,
F6,CEWE_AA_0365,0,,,,
F7,ILWE_AA_0365,1,79.7,,,
F8,ILWE_AA_0365,1,79.6,,,
F9,ILWE_AA_0365,1,79.6,,,
F10,ILWE_AA_0365,0,,,,
F11,ILWE_AA_0365,0,,,,
F12,ILWE_AA_0365,0,,,,
G1,CEWE_AA_0366,1,80,,,
G2,CEWE_AA_0366,0,,,,
G3,CEWE_AA_0366,0,,,,
G4,CEWE_AA_0366,1,73.9,,,
G5,CEWE_AA_0366,0,,,,
G6,CEWE_AA_0366,0,,,,
G7,ILWE_AA_0366,1,79.4,,,
G8,ILWE_AA_0366,1,79.5,,,
G9,ILWE_AA_0366,1,79.7,,,
G10,ILWE_AA_0366,1,72.8,,,
G11,ILWE_AA_0366,1,73.4,,,
G12,ILWE_AA_0366,1,73.6,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
