Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0237,1,80.7,,,
A2,CEWE_AA_0237,1,80.8,,,
A3,CEWE_AA_0237,1,79.6,,,
A4,CEWE_AA_0237,1,75.5,,,
A5,CEWE_AA_0237,1,75.7,,,
A6,CEWE_AA_0237,1,75.6,,,
A7,ILWE_AA_0237,1,80.6,,,
A8,ILWE_AA_0237,1,78.2,,,
A9,ILWE_AA_0237,1,80.6,,,
A10,ILWE_AA_0237,0,,,,
A11,ILWE_AA_0237,0,,,,
A12,ILWE_AA_0237,0,,,,
B1,CEWE_AA_0238,1,79.2,,,
B2,CEWE_AA_0238,1,80.7,,,
B3,CEWE_AA_0238,1,79.6,,,
B4,CEWE_AA_0238,0,,,,
B5,CEWE_AA_0238,0,,,,
B6,CEWE_AA_0238,0,,,,
B7,ILWE_AA_0238,1,77.9,,,
B8,ILWE_AA_0238,1,78.2,,,
B9,ILWE_AA_0238,0,,,,
B10,ILWE_AA_0238,0,,,,
B11,ILWE_AA_0238,0,,,,
B12,ILWE_AA_0238,0,,,,
C1,CEWE_AA_0239,1,80.4,,,
C2,CEWE_AA_0239,1,78.3,,,
C3,CEWE_AA_0239,1,78.5,,,
C4,CEWE_AA_0239,1,75.1,,,
C5,CEWE_AA_0239,1,74.9,,,
C6,CEWE_AA_0239,1,75.9,,,
C7,ILWE_AA_0239,1,77.9,,,
C8,ILWE_AA_0239,1,79.9,,,
C9,ILWE_AA_0239,1,79.6,,,
C10,ILWE_AA_0239,0,,,,
C11,ILWE_AA_0239,0,,,,
C12,ILWE_AA_0239,0,,,,
D1,CEWE_AA_0240,1,79,,,
D2,CEWE_AA_0240,1,79.9,,,
D3,CEWE_AA_0240,1,79.8,,,
D4,CEWE_AA_0240,0,,,,
D5,CEWE_AA_0240,0,,,,
D6,CEWE_AA_0240,0,,,,
D7,ILWE_AA_0240,1,78.8,,,
D8,ILWE_AA_0240,1,79.8,,,
D9,ILWE_AA_0240,1,78.7,,,
D10,ILWE_AA_0240,0,,,,
D11,ILWE_AA_0240,0,,,,
D12,ILWE_AA_0240,0,,,,
E1,CEWE_AA_0241,0,,,,
E2,CEWE_AA_0241,1,77.6,,,
E3,CEWE_AA_0241,1,79.8,,,
E4,CEWE_AA_0241,0,,,,
E5,CEWE_AA_0241,0,,,,
E6,CEWE_AA_0241,0,,,,
E7,ILWE_AA_0241,1,79.4,,,
E8,ILWE_AA_0241,0,,,,
E9,ILWE_AA_0241,1,79.9,,,
E10,ILWE_AA_0241,0,,,,
E11,ILWE_AA_0241,0,,,,
E12,ILWE_AA_0241,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
