Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,ILWE_AA_0489,1,80.4,,,
A2,ILWE_AA_0489,1,80.4,,,
A3,ILWE_AA_0489,1,80.3,,,
A4,ILWE_AA_0489,0,,,,
A5,ILWE_AA_0489,0,,,,
A6,ILWE_AA_0489,0,,,,
A7,ILWE_AA_0491,1,80.1,,,
A8,ILWE_AA_0491,1,80.1,,,
A9,ILWE_AA_0491,1,80,,,
A10,ILWE_AA_0491,0,,,,
A11,ILWE_AA_0491,0,,,,
A12,ILWE_AA_0491,0,,,,
B1,ILWE_AA_0471,1,80.3,,,
B2,ILWE_AA_0471,1,80.3,,,
B3,ILWE_AA_0471,1,80.2,,,
B4,ILWE_AA_0471,0,,,,
B5,ILWE_AA_0471,0,,,,
B6,ILWE_AA_0471,0,,,,
B7,ILWE_AA_0499,1,80.1,,,
B8,ILWE_AA_0499,1,80,,,
B9,ILWE_AA_0499,1,80.1,,,
B10,ILWE_AA_0499,0,,,,
B11,ILWE_AA_0499,0,,,,
B12,ILWE_AA_0499,0,,,,
C1,ILWE_AA_0470,1,79.9,,,
C2,ILWE_AA_0470,1,79.8,,,
C3,ILWE_AA_0470,1,79.8,,,
C4,ILWE_AA_0470,0,,,,
C5,ILWE_AA_0470,0,,,,
C6,ILWE_AA_0470,0,,,,
C7,CEWE_AA_0506,1,79.7,,,
C8,CEWE_AA_0506,1,79.6,,,
C9,CEWE_AA_0506,1,79.5,,,
C10,CEWE_AA_0506,0,,,,
C11,CEWE_AA_0506,0,,,,
C12,CEWE_AA_0506,1,74.3,,,
D1,ILWE_AA_0469,1,79.9,,,
D2,ILWE_AA_0469,1,79.8,,,
D3,ILWE_AA_0469,1,79.8,,,
D4,ILWE_AA_0469,1,74.9,,,
D5,ILWE_AA_0469,1,75,,,
D6,ILWE_AA_0469,1,75.2,,,
D7,CEWE_AA_0447,1,79.7,,,
D8,CEWE_AA_0447,1,79.6,,,
D9,CEWE_AA_0447,1,79.6,,,
D10,CEWE_AA_0447,0,,,,
D11,CEWE_AA_0447,0,,,,
D12,CEWE_AA_0447,0,,,,
E1,ILWE_AA_0497,1,79.9,,,
E2,ILWE_AA_0497,1,79.8,,,
E3,ILWE_AA_0497,1,79.8,,,
E4,ILWE_AA_0497,1,74.1,,,
E5,ILWE_AA_0497,1,74.1,,,
E6,ILWE_AA_0497,1,74.6,,,
E7,ILWE_AA_0322,1,79.8,,,
E8,ILWE_AA_0322,1,79.8,,,
E9,ILWE_AA_0322,1,79.7,,,
E10,ILWE_AA_0322,0,,,,
E11,ILWE_AA_0322,0,,,,
E12,ILWE_AA_0322,0,,,,
F1,ILWE_AA_0498,1,79.8,,,
F2,ILWE_AA_0498,1,79.6,,,
F3,ILWE_AA_0498,1,79.6,,,
F4,ILWE_AA_0498,0,,,,
F5,ILWE_AA_0498,0,,,,
F6,ILWE_AA_0498,0,,,,
F7,ILWE_AA_0320,0,,,,
F8,ILWE_AA_0320,0,,,,
F9,ILWE_AA_0320,0,,,,
F10,ILWE_AA_0320,0,,,,
F11,ILWE_AA_0320,0,,,,
F12,ILWE_AA_0320,0,,,,
G1,ILWE_AA_0430,1,80.3,,,
G2,ILWE_AA_0430,1,80.1,,,
G3,ILWE_AA_0430,1,80,,,
G4,ILWE_AA_0430,0,,,,
G5,ILWE_AA_0430,0,,,,
G6,ILWE_AA_0430,0,,,,
G7,ILWE_AA_0294,1,80.2,,,
G8,ILWE_AA_0294,1,80.1,,,
G9,ILWE_AA_0294,1,80,,,
G10,ILWE_AA_0294,0,,,,
G11,ILWE_AA_0294,0,,,,
G12,ILWE_AA_0294,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
