Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0349,0,,,,
A2,CEWE_AA_0349,0,,,,
A3,CEWE_AA_0349,0,,,,
A4,CEWE_AA_0349,0,,,,
A5,CEWE_AA_0349,0,,,,
A6,CEWE_AA_0349,0,,,,
A7,ILWE_AA_0349,1,79.7,,,
A8,ILWE_AA_0349,1,80.1,,,
A9,ILWE_AA_0349,1,80.4,,,
A10,ILWE_AA_0349,0,,,,
A11,ILWE_AA_0349,0,,,,
A12,ILWE_AA_0349,0,,,,
B1,CEWE_AA_0350,1,80,,,
B2,CEWE_AA_0350,1,79.9,,,
B3,CEWE_AA_0350,0,,,,
B4,CEWE_AA_0350,1,74,,,
B5,CEWE_AA_0350,1,74.1,,,
B6,CEWE_AA_0350,0,,,,
B7,ILWE_AA_0350,1,79.5,,,
B8,ILWE_AA_0350,1,79.9,,,
B9,ILWE_AA_0350,1,80.1,,,
B10,ILWE_AA_0350,0,,,,
B11,ILWE_AA_0350,0,,,,
B12,ILWE_AA_0350,0,,,,
C1,CEWE_AA_0351,1,78.5,,,
C2,CEWE_AA_0351,1,78.3,,,
C3,CEWE_AA_0351,1,79.1,,,
C4,CEWE_AA_0351,0,,,,
C5,CEWE_AA_0351,0,,,,
C6,CEWE_AA_0351,0,,,,
C7,ILWE_AA_0351,1,79.6,,,
C8,ILWE_AA_0351,1,79.8,,,
C9,ILWE_AA_0351,1,80,,,
C10,ILWE_AA_0351,0,,,,
C11,ILWE_AA_0351,0,,,,
C12,ILWE_AA_0351,0,,,,
D1,CEWE_AA_0352,1,79.2,,,
D2,CEWE_AA_0352,1,79.4,,,
D3,CEWE_AA_0352,0,,,,
D4,CEWE_AA_0352,1,74.2,,,
D5,CEWE_AA_0352,0,,,,
D6,CEWE_AA_0352,0,,,,
D7,ILWE_AA_0352,1,78.7,,,
D8,ILWE_AA_0352,0,,,,
D9,ILWE_AA_0352,1,79.5,,,
D10,ILWE_AA_0352,0,,,,
D11,ILWE_AA_0352,0,,,,
D12,ILWE_AA_0352,0,,,,
E1,CEWE_AA_0353,1,79.9,,,
E2,CEWE_AA_0353,1,79.9,,,
E3,CEWE_AA_0353,0,,,,
E4,CEWE_AA_0353,0,,,,
E5,CEWE_AA_0353,0,,,,
E6,CEWE_AA_0353,0,,,,
E7,ILWE_AA_0353,1,79.3,,,
E8,ILWE_AA_0353,1,79.7,,,
E9,ILWE_AA_0353,1,79.9,,,
E10,ILWE_AA_0353,0,,,,
E11,ILWE_AA_0353,0,,,,
E12,ILWE_AA_0353,0,,,,
F1,CEWE_AA_0354,1,80,,,
F2,CEWE_AA_0354,1,79.9,,,
F3,CEWE_AA_0354,0,,,,
F4,CEWE_AA_0354,1,73.9,,,
F5,CEWE_AA_0354,1,74.5,,,
F6,CEWE_AA_0354,1,75.4,,,
F7,ILWE_AA_0354,1,79.7,,,
F8,ILWE_AA_0354,1,79.9,,,
F9,ILWE_AA_0354,1,80,,,
F10,ILWE_AA_0354,0,,,,
F11,ILWE_AA_0354,0,,,,
F12,ILWE_AA_0354,0,,,,
G1,CEWE_AA_0355,1,79.9,,,
G2,CEWE_AA_0355,1,80,,,
G3,CEWE_AA_0355,0,,,,
G4,CEWE_AA_0355,1,74.2,,,
G5,CEWE_AA_0355,1,74.7,,,
G6,CEWE_AA_0355,1,75.4,,,
G7,ILWE_AA_0355,1,79.9,,,
G8,ILWE_AA_0355,1,79.9,,,
G9,ILWE_AA_0355,0,,,,
G10,ILWE_AA_0355,0,,,,
G11,ILWE_AA_0355,0,,,,
G12,ILWE_AA_0355,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
