Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0382,1,80.5,,,
A2,CEWE_AA_0382,1,80.4,,,
A3,CEWE_AA_0382,1,80.3,,,
A4,CEWE_AA_0282,0,,,,
A5,CEWE_AA_0282,0,,,,
A6,CEWE_AA_0282,0,,,,
A7,ILWE_AA_0268,1,80.3,,,
A8,ILWE_AA_0268,1,80.3,,,
A9,ILWE_AA_0268,1,80.4,,,
A10,ILWE_AA_0268,0,,,,
A11,ILWE_AA_0268,0,,,,
A12,ILWE_AA_0268,0,,,,
B1,CEWE_AA_0383,1,80.4,,,
B2,CEWE_AA_0383,1,80.3,,,
B3,CEWE_AA_0383,0,,,,
B4,CEWE_AA_0283,0,,,,
B5,CEWE_AA_0283,0,,,,
B6,CEWE_AA_0283,0,,,,
B7,ILWE_AA_0297,1,80.2,,,
B8,ILWE_AA_0297,1,80.1,,,
B9,ILWE_AA_0297,0,,,,
B10,ILWE_AA_0297,0,,,,
B11,ILWE_AA_0297,0,,,,
B12,ILWE_AA_0297,0,,,,
C1,CEWE_AA_0384,1,80.1,,,
C2,CEWE_AA_0384,1,79.9,,,
C3,CEWE_AA_0384,1,80.1,,,
C4,CEWE_AA_0384,0,,,,
C5,CEWE_AA_0384,0,,,,
C6,CEWE_AA_0384,0,,,,
C7,ILWE_AA_0409,1,80.1,,,
C8,ILWE_AA_0409,1,80,,,
C9,ILWE_AA_0409,0,,,,
C10,ILWE_AA_0409,0,,,,
C11,ILWE_AA_0409,0,,,,
C12,ILWE_AA_0409,0,,,,
D1,CEWE_AA_0385,1,80,,,
D2,CEWE_AA_0385,1,79.9,,,
D3,CEWE_AA_0385,1,79.9,,,
D4,CEWE_AA_0385,0,,,,
D5,CEWE_AA_0385,0,,,,
D6,CEWE_AA_0385,0,,,,
D7,ILWE_AA_0335,1,79.7,,,
D8,ILWE_AA_0335,1,79.8,,,
D9,ILWE_AA_0335,1,79.8,,,
D10,ILWE_AA_0335,0,,,,
D11,ILWE_AA_0335,0,,,,
D12,ILWE_AA_0335,0,,,,
E1,CEWE_AA_0386,1,80,,,
E2,CEWE_AA_0386,1,79.9,,,
E3,CEWE_AA_0386,1,79.9,,,
E4,CEWE_AA_0386,0,,,,
E5,CEWE_AA_0386,0,,,,
E6,CEWE_AA_0386,0,,,,
E7,ILWE_AA_0336,1,79.8,,,
E8,ILWE_AA_0336,1,79.9,,,
E9,ILWE_AA_0336,0,,,,
E10,ILWE_AA_0336,0,,,,
E11,ILWE_AA_0336,0,,,,
E12,ILWE_AA_0336,0,,,,
F1,CEWE_AA_0387,1,80,,,
F2,CEWE_AA_0387,1,80,,,
F3,CEWE_AA_0387,0,,,,
F4,CEWE_AA_0387,0,,,,
F5,CEWE_AA_0387,0,,,,
F6,CEWE_AA_0387,0,,,,
F7,ILWE_AA_0367,1,79.9,,,
F8,ILWE_AA_0367,1,79.9,,,
F9,ILWE_AA_0367,1,79.8,,,
F10,ILWE_AA_0367,0,,,,
F11,ILWE_AA_0367,0,,,,
F12,ILWE_AA_0367,0,,,,
G1,CEWE_AA_0296,1,80.3,,,
G2,CEWE_AA_0296,1,80.3,,,
G3,CEWE_AA_0296,0,,,,
G4,CEWE_AA_0296,1,74.3,,,
G5,CEWE_AA_0296,1,74.8,,,
G6,CEWE_AA_0296,1,75.3,,,
G7,ILWE_AA_0391,1,80.1,,,
G8,ILWE_AA_0391,1,80,,,
G9,ILWE_AA_0391,0,,,,
G10,ILWE_AA_0391,0,,,,
G11,ILWE_AA_0391,1,74.2,,,
G12,ILWE_AA_0391,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
