Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,ILWE_AA_0387,1,80.2,,,
A2,ILWE_AA_0387,1,80.2,,,
A3,ILWE_AA_0387,1,80.2,,,
A4,ILWE_AA_0387,0,,,,
A5,ILWE_AA_0387,0,,,,
A6,ILWE_AA_0387,0,,,,
A7,ILWE_AA_0411,1,80.3,,,
A8,ILWE_AA_0411,1,80.3,,,
A9,ILWE_AA_0411,1,80.3,,,
A10,ILWE_AA_0411,0,,,,
A11,ILWE_AA_0411,0,,,,
A12,ILWE_AA_0411,0,,,,
B1,ILWE_AA_0385,1,79.3,,,
B2,ILWE_AA_0385,1,79.3,,,
B3,ILWE_AA_0385,1,79.9,,,
B4,ILWE_AA_0385,0,,,,
B5,ILWE_AA_0385,0,,,,
B6,ILWE_AA_0385,0,,,,
B7,ILWE_AA_0511,1,80.2,,,
B8,ILWE_AA_0511,1,80.2,,,
B9,ILWE_AA_0511,1,79.9,,,
B10,ILWE_AA_0511,0,,,,
B11,ILWE_AA_0511,0,,,,
B12,ILWE_AA_0511,0,,,,
C1,ILWE_AA_0384,1,79.2,,,
C2,ILWE_AA_0384,1,79.2,,,
C3,ILWE_AA_0384,1,79.9,,,
C4,ILWE_AA_0384,0,,,,
C5,ILWE_AA_0384,0,,,,
C6,ILWE_AA_0384,0,,,,
C7,ILWE_AA_0512,1,80.2,,,
C8,ILWE_AA_0512,1,80,,,
C9,ILWE_AA_0512,0,,,,
C10,ILWE_AA_0512,0,,,,
C11,ILWE_AA_0512,0,,,,
C12,ILWE_AA_0512,0,,,,
D1,ILWE_AA_0388,1,79.6,,,
D2,ILWE_AA_0388,1,79.3,,,
D3,ILWE_AA_0388,1,79.9,,,
D4,ILWE_AA_0388,0,,,,
D5,ILWE_AA_0388,0,,,,
D6,ILWE_AA_0388,0,,,,
D7,ILWE_AA_0465,1,79.8,,,
D8,ILWE_AA_0465,1,79.8,,,
D9,ILWE_AA_0465,1,80,,,
D10,ILWE_AA_0465,0,,,,
D11,ILWE_AA_0465,0,,,,
D12,ILWE_AA_0465,0,,,,
E1,ILWE_AA_0389,0,,,,
E2,ILWE_AA_0389,0,,,,
E3,ILWE_AA_0389,0,,,,
E4,ILWE_AA_0389,0,,,,
E5,ILWE_AA_0389,0,,,,
E6,ILWE_AA_0389,1,79.3,,,
E7,ILWE_AA_0466,1,80.1,,,
E8,ILWE_AA_0466,1,80.1,,,
E9,ILWE_AA_0466,1,79.9,,,
E10,ILWE_AA_0466,0,,,,
E11,ILWE_AA_0466,0,,,,
E12,ILWE_AA_0466,0,,,,
F1,ILWE_AA_0288,1,79.4,,,
F2,ILWE_AA_0288,1,79.3,,,
F3,ILWE_AA_0288,1,79.7,,,
F4,ILWE_AA_0288,0,,,,
F5,ILWE_AA_0288,0,,,,
F6,ILWE_AA_0288,0,,,,
F7,ILWE_AA_0467,1,79.8,,,
F8,ILWE_AA_0467,1,79.7,,,
F9,ILWE_AA_0467,1,79.6,,,
F10,ILWE_AA_0467,0,,,,
F11,ILWE_AA_0467,0,,,,
F12,ILWE_AA_0467,0,,,,
G1,CEWE_AA_0381,1,79.8,,,
G2,CEWE_AA_0381,1,79.8,,,
G3,CEWE_AA_0381,1,80,,,
G4,CEWE_AA_0381,1,74.6,,,
G5,CEWE_AA_0381,1,74.8,,,
G6,CEWE_AA_0381,1,74.9,,,
G7,ILWE_AA_0468,1,79.8,,,
G8,ILWE_AA_0468,1,79.7,,,
G9,ILWE_AA_0468,1,79.6,,,
G10,ILWE_AA_0468,0,,,,
G11,ILWE_AA_0468,0,,,,
G12,ILWE_AA_0468,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,72.4,
H5,NTC,1,72.4,,72.4,0
H6,NTC,0,,,72.4,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
