Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0242,38.49,,,1,,,mouse
A2,CEWE_AA_0242,,,,1,,,mouse
A3,CEWE_AA_0242,,,,1,,,mouse
A4,CEWE_AA_0242,,,,1,,,eimeria
A5,CEWE_AA_0242,,,,1,,,eimeria
A6,CEWE_AA_0242,,,,1,,,eimeria
A7,ILWE_AA_0242,21.67,22.52,1.04,1,,,mouse
A8,ILWE_AA_0242,22.22,22.52,1.04,1,,,mouse
A9,ILWE_AA_0242,23.68,22.52,1.04,1,,,mouse
A10,ILWE_AA_242,,,,1,,,eimeria
A11,ILWE_AA_242,37.49,,,1,,,eimeria
A12,ILWE_AA_242,,,,1,,,eimeria
B1,CEWE_AA_0243,,23.19,0.67,1,,,mouse
B2,CEWE_AA_0243,23.67,23.19,0.67,1,,,mouse
B3,CEWE_AA_0243,22.72,23.19,0.67,1,,,mouse
B4,CEWE_AA_0243,21.93,22.15,0.45,1,,,eimeria
B5,CEWE_AA_0243,21.85,22.15,0.45,1,,,eimeria
B6,CEWE_AA_0243,22.66,22.15,0.45,1,,,eimeria
B7,ILWE_AA_0243,22.31,23.04,0.64,1,,,mouse
B8,ILWE_AA_0243,23.38,23.04,0.64,1,,,mouse
B9,ILWE_AA_0243,23.44,23.04,0.64,1,,,mouse
B10,ILWE_AA_0243,32.68,31.96,0.89,1,,,eimeria
B11,ILWE_AA_0243,32.24,31.96,0.89,1,,,eimeria
B12,ILWE_AA_0243,30.97,31.96,0.89,1,,,eimeria
C1,CEWE_AA_0247,,24.14,2.58,1,,,mouse
C2,CEWE_AA_0247,25.96,24.14,2.58,1,,,mouse
C3,CEWE_AA_0247,22.32,24.14,2.58,1,,,mouse
C4,CEWE_AA_0247,30.9,30.91,0.53,1,,,eimeria
C5,CEWE_AA_0247,31.44,30.91,0.53,1,,,eimeria
C6,CEWE_AA_0247,30.38,30.91,0.53,1,,,eimeria
C7,ILWE_AA_0247,21.88,22.05,0.68,1,,,mouse
C8,ILWE_AA_0247,21.47,22.05,0.68,1,,,mouse
C9,ILWE_AA_0247,22.8,22.05,0.68,1,,,mouse
C10,ILWE_AA_0247,31.72,32.33,1.28,1,,,eimeria
C11,ILWE_AA_0247,31.48,32.33,1.28,1,,,eimeria
C12,ILWE_AA_0247,33.8,32.33,1.28,1,,,eimeria
D1,CEWE_AA_0248,20.04,20.35,1.14,1,,,mouse
D2,CEWE_AA_0248,19.4,20.35,1.14,1,,,mouse
D3,CEWE_AA_0248,21.62,20.35,1.14,1,,,mouse
D4,CEWE_AA_0248,26.63,27.23,0.52,1,,,eimeria
D5,CEWE_AA_0248,27.56,27.23,0.52,1,,,eimeria
D6,CEWE_AA_0248,27.51,27.23,0.52,1,,,eimeria
D7,ILWE_AA_0248,23.24,22.46,0.73,1,,,mouse
D8,ILWE_AA_0248,22.35,22.46,0.73,1,,,mouse
D9,ILWE_AA_0248,21.8,22.46,0.73,1,,,mouse
D10,ILWE_AA_0248,32.9,33.81,1.15,1,,,eimeria
D11,ILWE_AA_0248,33.43,33.81,1.15,1,,,eimeria
D12,ILWE_AA_0248,35.1,33.81,1.15,1,,,eimeria
E1,CEWE_AA_0249,19.11,18.81,0.51,1,,,mouse
E2,CEWE_AA_0249,19.09,18.81,0.51,1,,,mouse
E3,CEWE_AA_0249,18.21,18.81,0.51,1,,,mouse
E4,CEWE_AA_0249,28.72,28.64,0.83,1,,,eimeria
E5,CEWE_AA_0249,29.42,28.64,0.83,1,,,eimeria
E6,CEWE_AA_0249,27.78,28.64,0.83,1,,,eimeria
E7,ILWE_AA_0249,21,21.86,0.88,1,,,mouse
E8,ILWE_AA_0249,21.83,21.86,0.88,1,,,mouse
E9,ILWE_AA_0249,22.75,21.86,0.88,1,,,mouse
E10,ILWE_AA_0249,30.37,29.91,1.08,1,,,eimeria
E11,ILWE_AA_0249,30.69,29.91,1.08,1,,,eimeria
E12,ILWE_AA_0249,28.68,29.91,1.08,1,,,eimeria
H1,NTC,37.4,38.47,1.52,-,,,mouse
H2,NTC,-,38.47,1.52,-,,,mouse
H3,NTC,39.54,38.47,1.52,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,-,,,-,,,mouse
H9,water,36.49,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",276,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
