Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0290,8.38,15.35,6.19,1,,,mouse
A2,CEWE_AA_0290,17.42,15.35,6.19,1,,,mouse
A3,CEWE_AA_0290,20.24,15.35,6.19,1,,,mouse
A4,CEWE_AA_0290,,32.78,0.43,1,,,eimeria
A5,CEWE_AA_0290,33.09,32.78,0.43,1,,,eimeria
A6,CEWE_AA_0290,32.47,32.78,0.43,1,,,eimeria
A7,ILWE_AA_0290,21.93,21.65,0.35,1,,,mouse
A8,ILWE_AA_0290,21.75,21.65,0.35,1,,,mouse
A9,ILWE_AA_0290,21.26,21.65,0.35,1,,,mouse
A10,ILWE_AA_0290,,,,1,,,eimeria
A11,ILWE_AA_0290,,,,1,,,eimeria
A12,ILWE_AA_0290,33.51,,,1,,,eimeria
B1,CEWE_AA_0291,20.97,20.47,0.72,1,,,mouse
B2,CEWE_AA_0291,19.65,20.47,0.72,1,,,mouse
B3,CEWE_AA_0291,20.79,20.47,0.72,1,,,mouse
B4,CEWE_AA_0291,,33.27,1.84,1,,,eimeria
B5,CEWE_AA_0291,34.56,33.27,1.84,1,,,eimeria
B6,CEWE_AA_0291,31.97,33.27,1.84,1,,,eimeria
B7,ILWE_AA_0291,24.84,24.72,0.3,1,,,mouse
B8,ILWE_AA_0291,24.38,24.72,0.3,1,,,mouse
B9,ILWE_AA_0291,24.94,24.72,0.3,1,,,mouse
B10,ILWE_AA_0291,,,,1,,,eimeria
B11,ILWE_AA_0291,,,,1,,,eimeria
B12,ILWE_AA_0291,38.13,,,1,,,eimeria
C1,CEWE_AA_0292,21.97,21.65,0.38,1,,,mouse
C2,CEWE_AA_0292,21.23,21.65,0.38,1,,,mouse
C3,CEWE_AA_0292,21.74,21.65,0.38,1,,,mouse
C4,CEWE_AA_0292,,34.46,0.99,1,,,eimeria
C5,CEWE_AA_0292,35.16,34.46,0.99,1,,,eimeria
C6,CEWE_AA_0292,33.76,34.46,0.99,1,,,eimeria
C7,ILWE_AA_0292,22.51,22.56,0.06,1,,,mouse
C8,ILWE_AA_0292,22.63,22.56,0.06,1,,,mouse
C9,ILWE_AA_0292,22.55,22.56,0.06,1,,,mouse
C10,ILWE_AA_0292,,,,1,,,eimeria
C11,ILWE_AA_0292,,,,1,,,eimeria
C12,ILWE_AA_0292,33.51,,,1,,,eimeria
D1,CEWE_AA_0298,20.38,20.41,0.05,1,,,mouse
D2,CEWE_AA_0298,20.47,20.41,0.05,1,,,mouse
D3,CEWE_AA_0298,20.39,20.41,0.05,1,,,mouse
D4,CEWE_AA_0298,26.92,25.14,1.57,1,,,eimeria
D5,CEWE_AA_0298,24.56,25.14,1.57,1,,,eimeria
D6,CEWE_AA_0298,23.94,25.14,1.57,1,,,eimeria
D7,ILWE_AA_0298,21.96,21.92,0.03,1,,,mouse
D8,ILWE_AA_0298,21.89,21.92,0.03,1,,,mouse
D9,ILWE_AA_0298,21.9,21.92,0.03,1,,,mouse
D10,ILWE_AA_0298,,,,1,,,eimeria
D11,ILWE_AA_0298,,,,1,,,eimeria
D12,ILWE_AA_0298,32.79,,,1,,,eimeria
E1,CEWE_AA_0299,21.25,21.12,0.21,1,,,mouse
E2,CEWE_AA_0299,20.89,21.12,0.21,1,,,mouse
E3,CEWE_AA_0299,21.23,21.12,0.21,1,,,mouse
E4,CEWE_AA_0299,,32.22,1.11,1,,,eimeria
E5,CEWE_AA_0299,33,32.22,1.11,1,,,eimeria
E6,CEWE_AA_0299,31.43,32.22,1.11,1,,,eimeria
E7,ILWE_AA_0299,20.04,20.09,0.09,1,,,mouse
E8,ILWE_AA_0299,20.04,20.09,0.09,1,,,mouse
E9,ILWE_AA_0299,20.19,20.09,0.09,1,,,mouse
E10,ILWE_AA_0299,,33.05,1.32,1,,,eimeria
E11,ILWE_AA_0299,33.98,33.05,1.32,1,,,eimeria
E12,ILWE_AA_0299,32.11,33.05,1.32,1,,,eimeria
F1,CEWE_AA_0300,19.92,20.34,0.47,1,,,mouse
F2,CEWE_AA_0300,20.25,20.34,0.47,1,,,mouse
F3,CEWE_AA_0300,20.84,20.34,0.47,1,,,mouse
F4,CEWE_AA_0300,,31.8,2.3,1,,,eimeria
F5,CEWE_AA_0300,33.43,31.8,2.3,1,,,eimeria
F6,CEWE_AA_0300,30.17,31.8,2.3,1,,,eimeria
F7,ILWE_AA_0300,16.97,19.37,2.1,1,,,mouse
F8,ILWE_AA_0300,20.25,19.37,2.1,1,,,mouse
F9,ILWE_AA_0300,20.89,19.37,2.1,1,,,mouse
F10,ILWE_AA_0300,32.84,31.32,1.32,1,,,eimeria
F11,ILWE_AA_0300,30.44,31.32,1.32,1,,,eimeria
F12,ILWE_AA_0300,30.68,31.32,1.32,1,,,eimeria
G1,CEWE_AA_0289,19.48,20.04,0.5,1,,,mouse
G2,CEWE_AA_0289,20.21,20.04,0.5,1,,,mouse
G3,CEWE_AA_0289,20.44,20.04,0.5,1,,,mouse
G4,CEWE_AA_0289,,33.05,2.29,1,,,eimeria
G5,CEWE_AA_0289,34.67,33.05,2.29,1,,,eimeria
G6,CEWE_AA_0289,31.43,33.05,2.29,1,,,eimeria
G7,ILWE_AA_0289,39.12,,,1,,,mouse
G8,ILWE_AA_0289,,,,1,,,mouse
G9,ILWE_AA_0289,,,,1,,,mouse
G10,ILWE_AA_0289,,,,1,,,eimeria
G11,ILWE_AA_0289,,,,1,,,eimeria
G12,ILWE_AA_0289,,,,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,-,,,-,,,mouse
H3,NTC,38.13,,,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,23.83,25.35,2.15,-,,,mouse
H8,water,26.87,25.35,2.15,-,,,mouse
H9,water,-,25.35,2.15,-,,,mouse
H10,water,25.52,29.73,3.7,-,,,eimeria
H11,water,31.22,29.73,3.7,-,,,eimeria
H12,water,32.46,29.73,3.7,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",242,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
