Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,ILWE_AA_0387,18.86,18.6,0.4,1,,,mouse
A2,ILWE_AA_0387,18.14,18.6,0.4,1,,,mouse
A3,ILWE_AA_0387,18.8,18.6,0.4,1,,,mouse
A4,ILWE_AA_0387,34.91,33.79,0.97,1,,,eimeria
A5,ILWE_AA_0387,33.22,33.79,0.97,1,,,eimeria
A6,ILWE_AA_0387,33.24,33.79,0.97,1,,,eimeria
A7,ILWE_AA_0411,23.32,23.44,0.14,1,,,mouse
A8,ILWE_AA_0411,23.42,23.44,0.14,1,,,mouse
A9,ILWE_AA_0411,23.6,23.44,0.14,1,,,mouse
A10,ILWE_AA_0411,33.31,33.82,0.56,1,,,eimeria
A11,ILWE_AA_0411,33.72,33.82,0.56,1,,,eimeria
A12,ILWE_AA_0411,34.42,33.82,0.56,1,,,eimeria
B1,ILWE_AA_0385,21.73,21.63,0.32,1,,,mouse
B2,ILWE_AA_0385,21.89,21.63,0.32,1,,,mouse
B3,ILWE_AA_0385,21.28,21.63,0.32,1,,,mouse
B4,ILWE_AA_0385,34.23,34.03,0.59,1,,,eimeria
B5,ILWE_AA_0385,34.49,34.03,0.59,1,,,eimeria
B6,ILWE_AA_0385,33.36,34.03,0.59,1,,,eimeria
B7,ILWE_AA_0511,22.53,22.6,0.13,1,,,mouse
B8,ILWE_AA_0511,22.74,22.6,0.13,1,,,mouse
B9,ILWE_AA_0511,22.52,22.6,0.13,1,,,mouse
B10,ILWE_AA_0511,34.13,35.54,1.27,1,,,eimeria
B11,ILWE_AA_0511,35.92,35.54,1.27,1,,,eimeria
B12,ILWE_AA_0511,36.57,35.54,1.27,1,,,eimeria
C1,ILWE_AA_0384,22.79,22.86,0.25,1,,,mouse
C2,ILWE_AA_0384,23.13,22.86,0.25,1,,,mouse
C3,ILWE_AA_0384,22.65,22.86,0.25,1,,,mouse
C4,ILWE_AA_0384,31.88,33.24,1.25,1,,,eimeria
C5,ILWE_AA_0384,34.34,33.24,1.25,1,,,eimeria
C6,ILWE_AA_0384,33.5,33.24,1.25,1,,,eimeria
C7,ILWE_AA_0512,20.71,21.44,0.82,1,,,mouse
