Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0341,21.95,21.89,0.09,1,,,mouse
A2,CEWE_AA_0341,21.94,21.89,0.09,1,,,mouse
A3,CEWE_AA_0341,21.79,21.89,0.09,1,,,mouse
A4,CEWE_AA_0341,31.48,31.65,0.18,1,,,eimeria
A5,CEWE_AA_0341,31.85,31.65,0.18,1,,,eimeria
A6,CEWE_AA_0341,31.63,31.65,0.18,1,,,eimeria
A7,ILWE_AA_0367,22,21.75,0.25,1,,,mouse
A8,ILWE_AA_0367,21.51,21.75,0.25,1,,,mouse
A9,ILWE_AA_0367,21.75,21.75,0.25,1,,,mouse
A10,ILWE_AA_0367,36.07,36.23,0.49,1,,,eimeria
A11,ILWE_AA_0367,36.78,36.23,0.49,1,,,eimeria
A12,ILWE_AA_0367,35.84,36.23,0.49,1,,,eimeria
B1,CEWE_AA_0342,20.2,20.39,0.21,1,,,mouse
B2,CEWE_AA_0342,20.37,20.39,0.21,1,,,mouse
B3,CEWE_AA_0342,20.61,20.39,0.21,1,,,mouse
B4,CEWE_AA_0342,30.2,31.39,1.09,1,,,eimeria
B5,CEWE_AA_0342,31.64,31.39,1.09,1,,,eimeria
B6,CEWE_AA_0342,32.34,31.39,1.09,1,,,eimeria
B7,ILWE_AA_0342,22.02,21.87,0.14,1,,,mouse
B8,ILWE_AA_0342,21.83,21.87,0.14,1,,,mouse
B9,ILWE_AA_0342,21.74,21.87,0.14,1,,,mouse
B10,ILWE_AA_0342,31.69,31.95,0.23,1,,,eimeria
B11,ILWE_AA_0342,32.11,31.95,0.23,1,,,eimeria
B12,ILWE_AA_0342,32.05,31.95,0.23,1,,,eimeria
C1,CEWE_AA_0343,7.7,8.03,0.7,1,,,mouse
C2,CEWE_AA_0343,7.55,8.03,0.7,1,,,mouse
C3,CEWE_AA_0343,8.83,8.03,0.7,1,,,mouse
C4,CEWE_AA_0343,29.81,29.61,1.74,1,,,eimeria
C5,CEWE_AA_0343,31.24,29.61,1.74,1,,,eimeria
C6,CEWE_AA_0343,27.78,29.61,1.74,1,,,eimeria
C7,ILWE_AA_0343,22.51,22.61,0.08,1,,,mouse
C8,ILWE_AA_0343,22.64,22.61,0.08,1,,,mouse
