Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0237,21.91,21.22,0.71,1,,,mouse
A2,CEWE_AA_0237,21.26,21.22,0.71,1,,,mouse
A3,CEWE_AA_0237,20.5,21.22,0.71,1,,,mouse
A4,CEWE_AA_0237,27.21,27.17,0.23,1,,,eimeria
A5,CEWE_AA_0237,27.38,27.17,0.23,1,,,eimeria
A6,CEWE_AA_0237,26.93,27.17,0.23,1,,,eimeria
A7,ILWE_AA_0237,36.37,35.16,1.72,1,,,mouse
A8,ILWE_AA_0237,,35.16,1.72,1,,,mouse
A9,ILWE_AA_0237,33.94,35.16,1.72,1,,,mouse
A10,ILWE_AA_0237,,,,1,,,eimeria
A11,ILWE_AA_0237,39.94,,,1,,,eimeria
A12,ILWE_AA_0237,,,,1,,,eimeria
B1,CEWE_AA_0238,20.6,20.35,0.34,1,,,mouse
B2,CEWE_AA_0238,19.96,20.35,0.34,1,,,mouse
B3,CEWE_AA_0238,20.49,20.35,0.34,1,,,mouse
B4,CEWE_AA_0238,32.86,31.94,1.04,1,,,eimeria
B5,CEWE_AA_0238,30.81,31.94,1.04,1,,,eimeria
B6,CEWE_AA_0238,32.15,31.94,1.04,1,,,eimeria
B7,ILWE_AA_0238,23.7,22.91,0.71,1,,,mouse
B8,ILWE_AA_0238,22.72,22.91,0.71,1,,,mouse
B9,ILWE_AA_0238,22.31,22.91,0.71,1,,,mouse
B10,ILWE_AA_0238,31.26,31.53,0.24,1,,,eimeria
B11,ILWE_AA_0238,31.63,31.53,0.24,1,,,eimeria
B12,ILWE_AA_0238,31.71,31.53,0.24,1,,,eimeria
C1,CEWE_AA_0239,22.47,22.47,0.01,1,,,mouse
C2,CEWE_AA_0239,22.46,22.47,0.01,1,,,mouse
C3,CEWE_AA_0239,22.48,22.47,0.01,1,,,mouse
C4,CEWE_AA_0239,32.37,32.4,0.03,1,,,eimeria
C5,CEWE_AA_0239,32.42,32.4,0.03,1,,,eimeria
C6,CEWE_AA_0239,32.42,32.4,0.03,1,,,eimeria
C7,ILWE_AA_0239,21.91,21.95,0.13,1,,,mouse
