Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0242,,,,1,,,mouse
A2,CEWE_AA_0242,,,,1,,,mouse
A3,CEWE_AA_0242,26.99,,,1,,,mouse
A4,CEWE_AA_0242,,,,1,,,eimeria
A5,CEWE_AA_0242,,,,1,,,eimeria
A6,CEWE_AA_0242,,,,1,,,eimeria
A7,ILWE_AA_0242,23.04,23.28,1.23,1,,,mouse
A8,ILWE_AA_0242,22.19,23.28,1.23,1,,,mouse
A9,ILWE_AA_0242,24.61,23.28,1.23,1,,,mouse
A10,ILWE_AA_0242,,,,1,,,eimeria
A11,ILWE_AA_0242,,,,1,,,eimeria
A12,ILWE_AA_0242,,,,1,,,eimeria
B1,CEWE_AA_0243,22.34,20.92,2,1,,,mouse
B2,CEWE_AA_0243,19.51,20.92,2,1,,,mouse
B3,CEWE_AA_0243,,20.92,2,1,,,mouse
B4,CEWE_AA_0243,,,,1,,,eimeria
B5,CEWE_AA_0243,,,,1,,,eimeria
B6,CEWE_AA_0243,,,,1,,,eimeria
B7,ILWE_AA_0243,20.23,18,2.39,1,,,mouse
B8,ILWE_AA_0243,18.29,18,2.39,1,,,mouse
B9,ILWE_AA_0243,15.48,18,2.39,1,,,mouse
B10,ILWE_AA_0243,,,,1,,,eimeria
B11,ILWE_AA_0243,,,,1,,,eimeria
B12,ILWE_AA_0243,33.34,,,1,,,eimeria
C1,CEWE_AA_0244,32.14,25.47,5.82,1,,,mouse
C2,CEWE_AA_0244,22.79,25.47,5.82,1,,,mouse
C3,CEWE_AA_0244,21.48,25.47,5.82,1,,,mouse
C4,CEWE_AA_0244,24.33,27.54,5.55,1,,,eimeria
C5,CEWE_AA_0244,33.94,27.54,5.55,1,,,eimeria
C6,CEWE_AA_0244,24.35,27.54,5.55,1,,,eimeria
C7,ILWE_AA_0244,23.91,23.3,0.87,1,,,mouse
C8,ILWE_AA_0244,23.67,23.3,0.87,1,,,mouse
C9,ILWE_AA_0244,22.31,23.3,0.87,1,,,mouse
C10,ILWE_AA_0244,33.71,34.71,1.31,1,,,eimeria
C11,ILWE_AA_0244,36.19,34.71,1.31,1,,,eimeria
C12,ILWE_AA_0244,34.24,34.71,1.31,1,,,eimeria
D1,CEWE_AA_0245,22.92,22.71,0.19,1,,,mouse
D2,CEWE_AA_0245,22.59,22.71,0.19,1,,,mouse
D3,CEWE_AA_0245,22.61,22.71,0.19,1,,,mouse
D4,CEWE_AA_0245,17.62,24.46,5.93,1,,,eimeria
D5,CEWE_AA_0245,27.87,24.46,5.93,1,,,eimeria
D6,CEWE_AA_0245,27.91,24.46,5.93,1,,,eimeria
D7,ILWE_AA_0245,16.05,16.96,1.01,1,,,mouse
D8,ILWE_AA_0245,18.05,16.96,1.01,1,,,mouse
D9,ILWE_AA_0245,16.78,16.96,1.01,1,,,mouse
D10,ILWE_AA_0245,17.78,20.29,13.93,1,,,eimeria
D11,ILWE_AA_0245,35.3,20.29,13.93,1,,,eimeria
D12,ILWE_AA_0245,7.78,20.29,13.93,1,,,eimeria
E1,CEWE_AA_0246,22.82,22.35,0.41,1,,,mouse
E2,CEWE_AA_0246,22.14,22.35,0.41,1,,,mouse
E3,CEWE_AA_0246,22.09,22.35,0.41,1,,,mouse
E4,CEWE_AA_0246,32.37,32.16,0.26,1,,,eimeria
E5,CEWE_AA_0246,31.86,32.16,0.26,1,,,eimeria
E6,CEWE_AA_0246,32.25,32.16,0.26,1,,,eimeria
E7,ILWE_AA_0246,22.85,23.74,1.3,1,,,mouse
E8,ILWE_AA_0246,25.24,23.74,1.3,1,,,mouse
E9,ILWE_AA_0246,23.15,23.74,1.3,1,,,mouse
E10,ILWE_AA_0246,32.97,34.31,3.13,1,,,eimeria
E11,ILWE_AA_0246,32.07,34.31,3.13,1,,,eimeria
E12,ILWE_AA_0246,37.88,34.31,3.13,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,38.57,,,-,,,mouse
H3,NTC,-,,,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,-,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",326,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
