Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0318,22.41,21.15,1.09,1,,,mouse
A2,CEWE_AA_0318,20.57,21.15,1.09,1,,,mouse
A3,CEWE_AA_0318,20.47,21.15,1.09,1,,,mouse
A4,CEWE_AA_0318,,,,1,,,eimeria
A5,CEWE_AA_0318,,,,1,,,eimeria
A6,CEWE_AA_0318,33.48,,,1,,,eimeria
A7,ILWE_AA_0318,21.17,21.32,0.15,1,,,mouse
A8,ILWE_AA_0318,21.46,21.32,0.15,1,,,mouse
A9,ILWE_AA_0318,21.34,21.32,0.15,1,,,mouse
A10,ILWE_AA_0318,,,,1,,,eimeria
A11,ILWE_AA_0318,,,,1,,,eimeria
A12,ILWE_AA_0318,34.94,,,1,,,eimeria
B1,CEWE_AA_0319,26.47,24.52,1.69,1,,,mouse
B2,CEWE_AA_0319,23.54,24.52,1.69,1,,,mouse
B3,CEWE_AA_0319,23.54,24.52,1.69,1,,,mouse
B4,CEWE_AA_0319,33.94,32.34,1.55,1,,,eimeria
B5,CEWE_AA_0319,32.24,32.34,1.55,1,,,eimeria
B6,CEWE_AA_0319,30.85,32.34,1.55,1,,,eimeria
B7,ILWE_AA_0319,,,,1,,,mouse
B8,ILWE_AA_0319,,,,1,,,mouse
B9,ILWE_AA_0319,,,,1,,,mouse
B10,ILWE_AA_0319,,,,1,,,eimeria
B11,ILWE_AA_0319,,,,1,,,eimeria
B12,ILWE_AA_0319,,,,1,,,eimeria
C1,CEWE_AA_0320,23.62,22.34,1.12,1,,,mouse
C2,CEWE_AA_0320,21.56,22.34,1.12,1,,,mouse
C3,CEWE_AA_0320,21.85,22.34,1.12,1,,,mouse
C4,CEWE_AA_0320,,33.63,2.81,1,,,eimeria
C5,CEWE_AA_0320,35.61,33.63,2.81,1,,,eimeria
C6,CEWE_AA_0320,31.64,33.63,2.81,1,,,eimeria
C7,ILWE_AA_0324,22.42,22.64,0.19,1,,,mouse
C8,ILWE_AA_0324,22.77,22.64,0.19,1,,,mouse
C9,ILWE_AA_0324,22.72,22.64,0.19,1,,,mouse
C10,ILWE_AA_0324,37.15,36.99,1.17,1,,,eimeria
C11,ILWE_AA_0324,38.07,36.99,1.17,1,,,eimeria
C12,ILWE_AA_0324,35.74,36.99,1.17,1,,,eimeria
D1,CEWE_AA_0321,22.52,22.48,0.05,1,,,mouse
D2,CEWE_AA_0321,22.51,22.48,0.05,1,,,mouse
D3,CEWE_AA_0321,22.42,22.48,0.05,1,,,mouse
D4,CEWE_AA_0321,33.67,31.21,2.47,1,,,eimeria
D5,CEWE_AA_0321,28.74,31.21,2.47,1,,,eimeria
D6,CEWE_AA_0321,31.22,31.21,2.47,1,,,eimeria
D7,ILWE_AA_0321,20.51,20.83,0.28,1,,,mouse
D8,ILWE_AA_0321,20.93,20.83,0.28,1,,,mouse
D9,ILWE_AA_0321,21.04,20.83,0.28,1,,,mouse
D10,ILWE_AA_0321,32.15,30.88,1.16,1,,,eimeria
D11,ILWE_AA_0321,30.63,30.88,1.16,1,,,eimeria
D12,ILWE_AA_0321,29.87,30.88,1.16,1,,,eimeria
E1,CEWE_AA_0322,22.17,22.01,0.19,1,,,mouse
E2,CEWE_AA_0322,21.79,22.01,0.19,1,,,mouse
E3,CEWE_AA_0322,22.06,22.01,0.19,1,,,mouse
E4,CEWE_AA_0322,38.48,34.67,3.5,1,,,eimeria
E5,CEWE_AA_0322,33.96,34.67,3.5,1,,,eimeria
E6,CEWE_AA_0322,31.58,34.67,3.5,1,,,eimeria
E7,ILWE_AA_0326,,,,1,,,mouse
E8,ILWE_AA_0326,,,,1,,,mouse
E9,ILWE_AA_0326,,,,1,,,mouse
E10,ILWE_AA_0326,,,,1,,,eimeria
E11,ILWE_AA_0326,,,,1,,,eimeria
E12,ILWE_AA_0326,,,,1,,,eimeria
F1,CEWE_AA_0323,19.05,20.2,1,1,,,mouse
F2,CEWE_AA_0323,20.7,20.2,1,1,,,mouse
F3,CEWE_AA_0323,20.86,20.2,1,1,,,mouse
F4,CEWE_AA_0323,9.46,17.59,12.49,1,,,eimeria
F5,CEWE_AA_0323,11.33,17.59,12.49,1,,,eimeria
F6,CEWE_AA_0323,31.97,17.59,12.49,1,,,eimeria
F7,ILWE_AA_0323,20.09,20.1,0.4,1,,,mouse
F8,ILWE_AA_0323,19.7,20.1,0.4,1,,,mouse
F9,ILWE_AA_0323,20.51,20.1,0.4,1,,,mouse
F10,ILWE_AA_0323,,38.03,1.35,1,,,eimeria
F11,ILWE_AA_0323,38.98,38.03,1.35,1,,,eimeria
F12,ILWE_AA_0323,37.07,38.03,1.35,1,,,eimeria
G1,CEWE_AA_0325,17.47,19.61,1.86,1,,,mouse
G2,CEWE_AA_0325,20.75,19.61,1.86,1,,,mouse
G3,CEWE_AA_0325,20.62,19.61,1.86,1,,,mouse
G4,CEWE_AA_0325,16.72,26.52,8.58,1,,,eimeria
G5,CEWE_AA_0325,30.22,26.52,8.58,1,,,eimeria
G6,CEWE_AA_0325,32.63,26.52,8.58,1,,,eimeria
G7,ILWE_AA_0325,21.3,21.42,0.2,1,,,mouse
G8,ILWE_AA_0325,21.31,21.42,0.2,1,,,mouse
G9,ILWE_AA_0325,21.66,21.42,0.2,1,,,mouse
G10,ILWE_AA_0325,,,,1,,,eimeria
G11,ILWE_AA_0325,,,,1,,,eimeria
G12,ILWE_AA_0325,33.5,,,1,,,eimeria
H1,NTC,-,,,-,,,mouse
