Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,ILWE_AA_0435,22.04,22.01,0.06,1,,,mouse
A2,ILWE_AA_0435,21.94,22.01,0.06,1,,,mouse
A3,ILWE_AA_0435,22.04,22.01,0.06,1,,,mouse
A4,ILWE_AA_0435,33.71,33.54,0.83,1,,,eimeria
A5,ILWE_AA_0435,34.27,33.54,0.83,1,,,eimeria
A6,ILWE_AA_0435,32.64,33.54,0.83,1,,,eimeria
A7,ILWE_AA_0436,14.27,16.2,1.75,1,,,mouse
A8,ILWE_AA_0436,16.66,16.2,1.75,1,,,mouse
A9,ILWE_AA_0436,17.68,16.2,1.75,1,,,mouse
A10,ILWE_AA_0436,17.93,20.76,3.04,1,,,eimeria
A11,ILWE_AA_0436,20.36,20.76,3.04,1,,,eimeria
A12,ILWE_AA_0436,23.97,20.76,3.04,1,,,eimeria
B1,ILWE_AA_0437,21.73,21.77,0.04,1,,,mouse
B2,ILWE_AA_0437,21.78,21.77,0.04,1,,,mouse
B3,ILWE_AA_0437,21.81,21.77,0.04,1,,,mouse
B4,ILWE_AA_0437,34.38,33.85,0.85,1,,,eimeria
B5,ILWE_AA_0437,34.29,33.85,0.85,1,,,eimeria
B6,ILWE_AA_0437,32.87,33.85,0.85,1,,,eimeria
B7,ILWE_AA_0438,23.36,23.6,0.27,1,,,mouse
B8,ILWE_AA_0438,23.89,23.6,0.27,1,,,mouse
B9,ILWE_AA_0438,23.55,23.6,0.27,1,,,mouse
B10,ILWE_AA_0438,37.87,37.01,0.75,1,,,eimeria
B11,ILWE_AA_0438,36.72,37.01,0.75,1,,,eimeria
B12,ILWE_AA_0438,36.45,37.01,0.75,1,,,eimeria
C1,ILWE_AA_0439,22,22.07,0.08,1,,,mouse
C2,ILWE_AA_0439,22.04,22.07,0.08,1,,,mouse
C3,ILWE_AA_0439,22.16,22.07,0.08,1,,,mouse
C4,ILWE_AA_0439,37.81,33.96,3.45,1,,,eimeria
C5,ILWE_AA_0439,31.16,33.96,3.45,1,,,eimeria
C6,ILWE_AA_0439,32.91,33.96,3.45,1,,,eimeria
C7,ILWE_AA_0440,21.3,21.52,0.2,1,,,mouse
C8,ILWE_AA_0440,21.67,21.52,0.2,1,,,mouse
C9,ILWE_AA_0440,21.6,21.52,0.2,1,,,mouse
C10,ILWE_AA_0440,34.22,34.13,0.68,1,,,eimeria
C11,ILWE_AA_0440,34.77,34.13,0.68,1,,,eimeria
C12,ILWE_AA_0440,33.42,34.13,0.68,1,,,eimeria
