Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0370,21.27,20.97,0.27,1,,,mouse
A2,CEWE_AA_0370,20.88,20.97,0.27,1,,,mouse
A3,CEWE_AA_0370,20.75,20.97,0.27,1,,,mouse
A4,CEWE_AA_0370,31.22,33.45,2.18,1,,,eimeria
A5,CEWE_AA_0370,35.58,33.45,2.18,1,,,eimeria
A6,CEWE_AA_0370,33.54,33.45,2.18,1,,,eimeria
A7,ILWE_AA_0370,22.27,22.39,0.12,1,,,mouse
A8,ILWE_AA_0370,22.39,22.39,0.12,1,,,mouse
A9,ILWE_AA_0370,22.51,22.39,0.12,1,,,mouse
A10,ILWE_AA_0370,39.73,36.37,3.22,1,,,eimeria
A11,ILWE_AA_0370,36.06,36.37,3.22,1,,,eimeria
A12,ILWE_AA_0370,33.31,36.37,3.22,1,,,eimeria
B1,CEWE_AA_0371,20.33,20.25,0.08,1,,,mouse
B2,CEWE_AA_0371,20.19,20.25,0.08,1,,,mouse
B3,CEWE_AA_0371,20.22,20.25,0.08,1,,,mouse
B4,CEWE_AA_0371,32.76,32.16,0.72,1,,,eimeria
B5,CEWE_AA_0371,32.36,32.16,0.72,1,,,eimeria
B6,CEWE_AA_0371,31.36,32.16,0.72,1,,,eimeria
B7,ILWE_AA_0371,20.92,20.93,0.13,1,,,mouse
B8,ILWE_AA_0371,21.07,20.93,0.13,1,,,mouse
B9,ILWE_AA_0371,20.81,20.93,0.13,1,,,mouse
B10,ILWE_AA_0371,35.56,33.45,1.86,1,,,eimeria
B11,ILWE_AA_0371,32.72,33.45,1.86,1,,,eimeria
B12,ILWE_AA_0371,32.06,33.45,1.86,1,,,eimeria
C1,CEWE_AA_0372,22.06,22.26,0.18,1,,,mouse
C2,CEWE_AA_0372,22.35,22.26,0.18,1,,,mouse
C3,CEWE_AA_0372,22.38,22.26,0.18,1,,,mouse
C4,CEWE_AA_0372,34.45,33.72,0.87,1,,,eimeria
C5,CEWE_AA_0372,33.95,33.72,0.87,1,,,eimeria
C6,CEWE_AA_0372,32.76,33.72,0.87,1,,,eimeria
C7,ILWE_AA_0372,20.47,20.79,0.28,1,,,mouse
C8,ILWE_AA_0372,20.96,20.79,0.28,1,,,mouse
C9,ILWE_AA_0372,20.93,20.79,0.28,1,,,mouse
C10,ILWE_AA_0372,,33.75,3.27,1,,,eimeria
C11,ILWE_AA_0372,36.07,33.75,3.27,1,,,eimeria
C12,ILWE_AA_0372,31.44,33.75,3.27,1,,,eimeria
D1,CEWE_AA_0373,20.25,20.11,0.22,1,,,mouse
D2,CEWE_AA_0373,20.24,20.11,0.22,1,,,mouse
D3,CEWE_AA_0373,19.86,20.11,0.22,1,,,mouse
D4,CEWE_AA_0373,25.3,25.26,0.06,1,,,eimeria
D5,CEWE_AA_0373,25.29,25.26,0.06,1,,,eimeria
D6,CEWE_AA_0373,25.2,25.26,0.06,1,,,eimeria
D7,ILWE_AA_0373,20.77,20.95,0.2,1,,,mouse
D8,ILWE_AA_0373,21.16,20.95,0.2,1,,,mouse
D9,ILWE_AA_0373,20.91,20.95,0.2,1,,,mouse
D10,ILWE_AA_0373,,34.78,2.41,1,,,eimeria
D11,ILWE_AA_0373,36.49,34.78,2.41,1,,,eimeria
D12,ILWE_AA_0373,33.08,34.78,2.41,1,,,eimeria
E1,CEWE_AA_0374,20.96,20.97,0.05,1,,,mouse
E2,CEWE_AA_0374,20.93,20.97,0.05,1,,,mouse
E3,CEWE_AA_0374,21.02,20.97,0.05,1,,,mouse
E4,CEWE_AA_0374,27.73,27.85,0.19,1,,,eimeria
E5,CEWE_AA_0374,28.07,27.85,0.19,1,,,eimeria
E6,CEWE_AA_0374,27.76,27.85,0.19,1,,,eimeria
E7,ILWE_AA_0374,21.6,21.54,0.15,1,,,mouse
E8,ILWE_AA_0374,21.36,21.54,0.15,1,,,mouse
E9,ILWE_AA_0374,21.65,21.54,0.15,1,,,mouse
E10,ILWE_AA_0374,,,,1,,,eimeria
E11,ILWE_AA_0374,,,,1,,,eimeria
E12,ILWE_AA_0374,34.62,,,1,,,eimeria
F1,CEWE_AA_0375,21.8,21.65,0.14,1,,,mouse
F2,CEWE_AA_0375,21.51,21.65,0.14,1,,,mouse
F3,CEWE_AA_0375,21.64,21.65,0.14,1,,,mouse
F4,CEWE_AA_0375,34.52,33.99,1.14,1,,,eimeria
F5,CEWE_AA_0375,34.77,33.99,1.14,1,,,eimeria
F6,CEWE_AA_0375,32.69,33.99,1.14,1,,,eimeria
F7,ILWE_AA_0375,22.12,22.24,0.12,1,,,mouse
F8,ILWE_AA_0375,22.25,22.24,0.12,1,,,mouse
F9,ILWE_AA_0375,22.36,22.24,0.12,1,,,mouse
F10,ILWE_AA_0375,,,,1,,,eimeria
F11,ILWE_AA_0375,,,,1,,,eimeria
F12,ILWE_AA_0375,36.08,,,1,,,eimeria
G1,CEWE_AA_0376,22.47,22.4,0.13,1,,,mouse
G2,CEWE_AA_0376,22.48,22.4,0.13,1,,,mouse
G3,CEWE_AA_0376,22.26,22.4,0.13,1,,,mouse
G4,CEWE_AA_0376,32.9,32.7,1.11,1,,,eimeria
G5,CEWE_AA_0376,33.7,32.7,1.11,1,,,eimeria
G6,CEWE_AA_0376,31.51,32.7,1.11,1,,,eimeria
G7,ILWE_AA_0376,20.72,20.4,0.83,1,,,mouse
G8,ILWE_AA_0376,19.46,20.4,0.83,1,,,mouse
G9,ILWE_AA_0376,21.01,20.4,0.83,1,,,mouse
G10,ILWE_AA_0376,,,,1,,,eimeria
G11,ILWE_AA_0376,,,,1,,,eimeria
G12,ILWE_AA_0376,33.91,,,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,-,,,-,,,mouse
H3,NTC,-,,,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,-,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",316,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
