Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0244,24.04,22.91,0.99,1,,,mouse
A2,CEWE_AA_0244,22.5,22.91,0.99,1,,,mouse
A3,CEWE_AA_0244,22.2,22.91,0.99,1,,,mouse
A4,CEWE_AA_0244,28.38,26.04,2.03,1,,,eimeria
A5,CEWE_AA_0244,25.04,26.04,2.03,1,,,eimeria
A6,CEWE_AA_0244,24.72,26.04,2.03,1,,,eimeria
A7,ILWE_AA_0244,33.74,32.01,1.58,1,,,mouse
A8,ILWE_AA_0244,31.65,32.01,1.58,1,,,mouse
A9,ILWE_AA_0244,30.65,32.01,1.58,1,,,mouse
A10,ILWE_AA_0244,24.56,23.36,1.04,1,,,eimeria
A11,ILWE_AA_0244,22.86,23.36,1.04,1,,,eimeria
A12,ILWE_AA_0244,22.65,23.36,1.04,1,,,eimeria
B1,CEWE_AA_0245,23.45,22.51,0.82,1,,,mouse
B2,CEWE_AA_0245,22.07,22.51,0.82,1,,,mouse
B3,CEWE_AA_0245,22,22.51,0.82,1,,,mouse
B4,CEWE_AA_0245,32.62,29.92,2.34,1,,,eimeria
B5,CEWE_AA_0245,28.57,29.92,2.34,1,,,eimeria
B6,CEWE_AA_0245,28.56,29.92,2.34,1,,,eimeria
B7,ILWE_AA_0245,36.78,32.77,3.71,1,,,mouse
B8,ILWE_AA_0245,32.07,32.77,3.71,1,,,mouse
B9,ILWE_AA_0245,29.47,32.77,3.71,1,,,mouse
B10,ILWE_AA_0245,22.62,22.04,0.51,1,,,eimeria
B11,ILWE_AA_0245,21.81,22.04,0.51,1,,,eimeria
B12,ILWE_AA_0245,21.69,22.04,0.51,1,,,eimeria
C1,CEWE_AA_0246,23.74,22.55,1.07,1,,,mouse
C2,CEWE_AA_0246,21.68,22.55,1.07,1,,,mouse
C3,CEWE_AA_0246,22.22,22.55,1.07,1,,,mouse
C4,CEWE_AA_0246,35.94,32.53,3,1,,,eimeria
C5,CEWE_AA_0246,31.35,32.53,3,1,,,eimeria
C6,CEWE_AA_0246,30.31,32.53,3,1,,,eimeria
