Pos,Name,No. Tm SYBR,Tm x (°C) SYBR,Tm y (°C) SYBR,Mean SYBR,Dev. SYBR
A1,CEWE_AA_0068,1,80.3,,,
A2,CEWE_AA_0068,1,80.3,,,
A3,CEWE_AA_0068,1,80.1,,,
A4,CEWE_AA_0068,1,75.5,,,
A5,CEWE_AA_0068,1,75.8,,,
A6,CEWE_AA_0068,0,,,,
A8,NTC_Mouse,0,,,,
A9,NTC_Eimeria,0,,,,
B1,ILWE_AA_0068,1,79.9,,,
B2,ILWE_AA_0068,1,79.9,,,
B3,ILWE_AA_0068,1,79.8,,,
B4,ILWE_AA_0068,1,75.5,,,
B5,ILWE_AA_0068,1,76.0,,,
B6,ILWE_AA_0068,2,75.0,76.7,,
B8,NTC_Mouse,0,,,,
B9,NTC_Eimeria,0,,,,
C1,ILWE_AA_0070,1,79.6,,,
C2,ILWE_AA_0070,1,79.6,,,
C3,ILWE_AA_0070,1,79.5,,,
C4,ILWE_AA_0070,1,74.2,,,
C5,ILWE_AA_0070,1,74.4,,,
C6,ILWE_AA_0070,1,74.1,,,
C8,NTC_Mouse,0,,,,
C9,NTC_Eimeria,0,,,,
D1,CEWE_AA_0080,1,79.5,,,
D2,CEWE_AA_0080,1,79.6,,,
D3,CEWE_AA_0080,1,79.5,,,
D4,CEWE_AA_0080,1,75.2,,,
D5,CEWE_AA_0080,1,75.6,,,
D6,CEWE_AA_0080,1,75.5,,,
D8,NTC_Mouse,0,,,,
D9,NTC_Eimeria,0,,,,
E1,ILWE_AA_0080,1,79.5,,,
E2,ILWE_AA_0080,1,79.5,,,
E3,ILWE_AA_0080,1,79.5,,,
E4,ILWE_AA_0080,1,74.3,,,
E5,ILWE_AA_0080,1,74.6,,,
E6,ILWE_AA_0080,1,74.4,,,
E8,NTC_Mouse,0,,,,
E9,NTC_Eimeria,0,,,,
F1,ILWE_AA_0088,1,79.5,,,
F2,ILWE_AA_0088,1,79.5,,,
F3,ILWE_AA_0088,1,79.4,,,
F4,ILWE_AA_0088,1,74.9,,,
F5,ILWE_AA_0088,1,75.2,,,
F6,ILWE_AA_0088,1,75.5,,,
F8,NTC_Mouse,0,,,,
F9,NTC_Eimeria,0,,,,
G1,CEWE_AA_0140,1,79.5,,,
G2,CEWE_AA_0140,1,79.6,,,
G3,CEWE_AA_0140,1,79.6,,,
G4,CEWE_AA_0140,1,74.4,,,
G5,CEWE_AA_0140,1,74.7,,,
G6,CEWE_AA_0140,1,74.8,,,
H1,ILWE_AA_0140,1,79.5,,,
H2,ILWE_AA_0140,1,79.6,,,
H3,ILWE_AA_0140,1,79.6,,,
H4,ILWE_AA_0140,1,74.9,,,
H5,ILWE_AA_0140,1,75.1,,,
H6,ILWE_AA_0140,1,75.2,,,
,,,,,,
Analysis Parameters,,,,,,
Type of Application,Melting Curve,,,,,
Dye(s),SYBR,,,,,
Inverted Data,OFF,,,,,
