Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,ILWE_AA_0489,19.82,19.84,0.11,1,,,mouse
A2,ILWE_AA_0489,19.74,19.84,0.11,1,,,mouse
A3,ILWE_AA_0489,19.96,19.84,0.11,1,,,mouse
A4,ILWE_AA_0489,32.11,33.43,1.35,1,,,eimeria
A5,ILWE_AA_0489,34.8,33.43,1.35,1,,,eimeria
A6,ILWE_AA_0489,33.38,33.43,1.35,1,,,eimeria
A7,ILWE_AA_0491,21.92,21.9,0.05,1,,,mouse
A8,ILWE_AA_0491,21.84,21.9,0.05,1,,,mouse
A9,ILWE_AA_0491,21.93,21.9,0.05,1,,,mouse
A10,ILWE_AA_0491,33.91,35.18,1.12,1,,,eimeria
A11,ILWE_AA_0491,35.99,35.18,1.12,1,,,eimeria
A12,ILWE_AA_0491,35.65,35.18,1.12,1,,,eimeria
B1,ILWE_AA_0471,20.57,20.28,0.34,1,,,mouse
B2,ILWE_AA_0471,20.37,20.28,0.34,1,,,mouse
B3,ILWE_AA_0471,19.9,20.28,0.34,1,,,mouse
B4,ILWE_AA_0471,36.59,35.59,0.89,1,,,eimeria
B5,ILWE_AA_0471,34.9,35.59,0.89,1,,,eimeria
B6,ILWE_AA_0471,35.29,35.59,0.89,1,,,eimeria
B7,ILWE_AA_0499,20.46,20.52,0.05,1,,,mouse
B8,ILWE_AA_0499,20.52,20.52,0.05,1,,,mouse
B9,ILWE_AA_0499,20.57,20.52,0.05,1,,,mouse
B10,ILWE_AA_0499,33.02,33.94,0.83,1,,,eimeria
B11,ILWE_AA_0499,34.16,33.94,0.83,1,,,eimeria
B12,ILWE_AA_0499,34.63,33.94,0.83,1,,,eimeria
C1,ILWE_AA_0470,21.31,21.32,0.15,1,,,mouse
C2,ILWE_AA_0470,21.17,21.32,0.15,1,,,mouse
C3,ILWE_AA_0470,21.46,21.32,0.15,1,,,mouse
C4,ILWE_AA_0470,33.76,33.84,0.83,1,,,eimeria
C5,ILWE_AA_0470,34.71,33.84,0.83,1,,,eimeria
C6,ILWE_AA_0470,33.05,33.84,0.83,1,,,eimeria
C7,CEWE_AA_0506,20.95,21.14,0.27,1,,,mouse
C8,CEWE_AA_0506,21.45,21.14,0.27,1,,,mouse
C9,CEWE_AA_0506,21.02,21.14,0.27,1,,,mouse
C10,CEWE_AA_0506,34.91,35.43,0.86,1,,,eimeria
C11,CEWE_AA_0506,36.42,35.43,0.86,1,,,eimeria
C12,CEWE_AA_0506,34.95,35.43,0.86,1,,,eimeria
D1,ILWE_AA_0469,22.69,22.57,0.13,1,,,mouse
D2,ILWE_AA_0469,22.59,22.57,0.13,1,,,mouse
D3,ILWE_AA_0469,22.43,22.57,0.13,1,,,mouse
D4,ILWE_AA_0469,28.4,28.11,0.36,1,,,eimeria
D5,ILWE_AA_0469,27.71,28.11,0.36,1,,,eimeria
D6,ILWE_AA_0469,28.23,28.11,0.36,1,,,eimeria
D7,CEWE_AA_0447,20.8,20.92,0.1,1,,,mouse
D8,CEWE_AA_0447,20.98,20.92,0.1,1,,,mouse
D9,CEWE_AA_0447,20.97,20.92,0.1,1,,,mouse
D10,CEWE_AA_0447,31.66,33.58,1.78,1,,,eimeria
D11,CEWE_AA_0447,33.92,33.58,1.78,1,,,eimeria
D12,CEWE_AA_0447,35.16,33.58,1.78,1,,,eimeria
E1,ILWE_AA_0497,21.06,21.06,0.08,1,,,mouse
E2,ILWE_AA_0497,20.98,21.06,0.08,1,,,mouse
E3,ILWE_AA_0497,21.14,21.06,0.08,1,,,mouse
E4,ILWE_AA_0497,24.75,24.7,0.28,1,,,eimeria
E5,ILWE_AA_0497,24.95,24.7,0.28,1,,,eimeria
E6,ILWE_AA_0497,24.4,24.7,0.28,1,,,eimeria
E7,ILWE_AA_0322,20.64,20.68,0.04,1,,,mouse
E8,ILWE_AA_0322,20.71,20.68,0.04,1,,,mouse
E9,ILWE_AA_0322,20.7,20.68,0.04,1,,,mouse
E10,ILWE_AA_0322,33.29,34.02,0.82,1,,,eimeria
E11,ILWE_AA_0322,33.88,34.02,0.82,1,,,eimeria
E12,ILWE_AA_0322,34.91,34.02,0.82,1,,,eimeria
F1,ILWE_AA_0498,21.7,21.51,0.23,1,,,mouse
F2,ILWE_AA_0498,21.25,21.51,0.23,1,,,mouse
F3,ILWE_AA_0498,21.57,21.51,0.23,1,,,mouse
F4,ILWE_AA_0498,34.15,33.54,0.71,1,,,eimeria
F5,ILWE_AA_0498,33.71,33.54,0.71,1,,,eimeria
F6,ILWE_AA_0498,32.75,33.54,0.71,1,,,eimeria
F7,ILWE_AA_0320,,,,1,,,mouse
F8,ILWE_AA_0320,,,,1,,,mouse
F9,ILWE_AA_0320,,,,1,,,mouse
F10,ILWE_AA_0320,,,,1,,,eimeria
F11,ILWE_AA_0320,,,,1,,,eimeria
F12,ILWE_AA_0320,,,,1,,,eimeria
G1,ILWE_AA_0430,22.72,22.74,0.07,1,,,mouse
G2,ILWE_AA_0430,22.82,22.74,0.07,1,,,mouse
G3,ILWE_AA_0430,22.68,22.74,0.07,1,,,mouse
G4,ILWE_AA_0430,34.44,34.25,1.13,1,,,eimeria
G5,ILWE_AA_0430,35.28,34.25,1.13,1,,,eimeria
G6,ILWE_AA_0430,33.04,34.25,1.13,1,,,eimeria
G7,ILWE_AA_0294,20,19.71,0.31,1,,,mouse
G8,ILWE_AA_0294,19.39,19.71,0.31,1,,,mouse
G9,ILWE_AA_0294,19.72,19.71,0.31,1,,,mouse
G10,ILWE_AA_0294,32.43,32.66,0.24,1,,,eimeria
G11,ILWE_AA_0294,32.63,32.66,0.24,1,,,eimeria
G12,ILWE_AA_0294,32.91,32.66,0.24,1,,,eimeria
H1,NTC,35.94,36.91,1.37,-,,,mouse
H2,NTC,-,36.91,1.37,-,,,mouse
H3,NTC,37.88,36.91,1.37,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,-,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,-,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",151,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
