Well,Sample Name,Detector,Ct,StdDev Ct,MC
A1,698,Eimeria,31.71,0.382,FALSE
A2,698,Eimeria,31.04,0.382,FALSE
A3,698,Eimeria,31.07,0.382,FALSE
A4,698,Mus,23.5,1.158,TRUE
A5,698,Mus,22.03,1.158,TRUE
A6,698,Mus,21.21,1.158,TRUE
A7,853,Eimeria,31.18,0.505,TRUE
A8,853,Eimeria,31.21,0.505,TRUE
A9,853,Eimeria,30.32,0.505,TRUE
A10,853,Mus,24.1,1.506,TRUE
A11,853,Mus,22.98,1.506,TRUE
A12,853,Mus,21.12,1.506,TRUE
B1,690,Eimeria,30.25,0.334,FALSE
B2,690,Eimeria,30.26,0.334,FALSE
B3,690,Eimeria,30.83,0.334,FALSE
B4,690,Mus,23.8,1.056,TRUE
B5,690,Mus,22.32,1.056,TRUE
B6,690,Mus,21.75,1.056,TRUE
B7,722,Eimeria,31.84,0.657,TRUE
B8,722,Eimeria,31.36,0.657,TRUE
B9,722,Eimeria,30.54,0.657,TRUE
B10,722,Mus,25.94,1.602,TRUE
B11,722,Mus,24.56,1.602,TRUE
B12,722,Mus,22.74,1.602,TRUE
C1,808,Eimeria,32.43,1.175,FALSE
C2,808,Eimeria,30.15,1.175,FALSE
C3,808,Eimeria,31.79,1.175,FALSE
C4,808,Mus,24.32,1.347,TRUE
C5,808,Mus,22.48,1.347,TRUE
C6,808,Mus,21.7,1.347,TRUE
C7,728,Eimeria,31.43,1.031,TRUE
C8,728,Eimeria,33.04,1.031,TRUE
C9,728,Eimeria,31.13,1.031,TRUE
C10,728,Mus,24.08,0.979,TRUE
C11,728,Mus,23.09,0.979,TRUE
C12,728,Mus,22.12,0.979,TRUE
D1,813,Eimeria,26.05,0.365,TRUE
D2,813,Eimeria,26.15,0.365,TRUE
D3,813,Eimeria,25.47,0.365,TRUE
D4,813,Mus,24.78,0.859,TRUE
D5,813,Mus,23.79,0.859,TRUE
D6,813,Mus,23.07,0.859,TRUE
D7,731,Eimeria,31.58,1.001,TRUE
D8,731,Eimeria,31.66,1.001,TRUE
D9,731,Eimeria,29.89,1.001,TRUE
D10,731,Mus,26.31,1.257,TRUE
D11,731,Mus,25.11,1.257,TRUE
D12,731,Mus,23.8,1.257,TRUE
E1,855,Eimeria,31.58,0.423,FALSE
E2,855,Eimeria,31.18,0.423,FALSE
E3,855,Eimeria,30.73,0.423,FALSE
E4,855,Mus,22.84,0.803,TRUE
E5,855,Mus,21.72,0.803,TRUE
E6,855,Mus,21.28,0.803,TRUE
E7,734,Eimeria,31.77,0.463,TRUE
E8,734,Eimeria,31.37,0.463,TRUE
E9,734,Eimeria,30.84,0.463,TRUE
E10,734,Mus,23.09,1.225,TRUE
E11,734,Mus,21.68,1.225,TRUE
E12,734,Mus,20.65,1.225,TRUE
F1,822,Eimeria,30.37,0.722,FALSE
F2,822,Eimeria,29.9,0.722,FALSE
F3,822,Eimeria,31.32,0.722,FALSE
F4,822,Mus,24.13,1.056,TRUE
F5,822,Mus,22.44,1.056,TRUE
F6,822,Mus,22.19,1.056,TRUE
F7,742,Eimeria,32.26,0.558,TRUE
F8,742,Eimeria,32.22,0.558,TRUE
F9,742,Eimeria,31.28,0.558,TRUE
F10,742,Mus,23.16,1.072,TRUE
F11,742,Mus,22.45,1.072,TRUE
F12,742,Mus,21.06,1.072,TRUE
G1,832,Eimeria,31.14,0.625,FALSE
G2,832,Eimeria,29.97,0.625,FALSE
G3,832,Eimeria,30.19,0.625,FALSE
G4,832,Mus,23.87,0.986,TRUE
G5,832,Mus,22.91,0.986,TRUE
G6,832,Mus,21.9,0.986,TRUE
G7,747,Eimeria,32.03,0.235,FALSE
G8,747,Eimeria,31.63,0.235,FALSE
G9,747,Eimeria,31.61,0.235,FALSE
G10,747,Mus,24.69,1.407,TRUE
G11,747,Mus,23.52,1.407,TRUE
G12,747,Mus,21.88,1.407,TRUE
H1,841,Eimeria,30.06,0.231,FALSE
H2,841,Eimeria,30.5,0.231,FALSE
H3,841,Eimeria,30.41,0.231,FALSE
H4,841,Mus,22.29,1.293,TRUE
H5,841,Mus,20.89,1.293,TRUE
H6,841,Mus,19.71,1.293,TRUE
H7,NTC,Eimeria,32.05,0.087,
H8,NTC,Eimeria,32.22,0.087,
H9,NTC,Eimeria,32.17,0.087,
H10,NTC,Mus,Undetermined,,FALSE
H11,NTC,Mus,Undetermined,,FALSE
H12,NTC,Mus,Undetermined,,FALSE
