Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0303,23.49,22.41,0.94,1,,,mouse
A2,CEWE_AA_0303,21.98,22.41,0.94,1,,,mouse
A3,CEWE_AA_0303,21.75,22.41,0.94,1,,,mouse
A4,CEWE_AA_0303,24.83,24.48,0.3,1,,,eimeria
A5,CEWE_AA_0303,24.31,24.48,0.3,1,,,eimeria
A6,CEWE_AA_0303,24.31,24.48,0.3,1,,,eimeria
A7,ILWE_AA_0303,20.1,20.14,0.08,1,,,mouse
A8,ILWE_AA_0303,20.22,20.14,0.08,1,,,mouse
A9,ILWE_AA_0303,20.09,20.14,0.08,1,,,mouse
A10,ILWE_AA_0303,,32.69,1.65,1,,,eimeria
A11,ILWE_AA_0303,33.86,32.69,1.65,1,,,eimeria
A12,ILWE_AA_0303,31.53,32.69,1.65,1,,,eimeria
B1,CEWE_AA_0304,22.7,21.69,1,1,,,mouse
B2,CEWE_AA_0304,20.7,21.69,1,1,,,mouse
B3,CEWE_AA_0304,21.68,21.69,1,1,,,mouse
B4,CEWE_AA_0304,35.64,32.73,2.65,1,,,eimeria
B5,CEWE_AA_0304,32.08,32.73,2.65,1,,,eimeria
B6,CEWE_AA_0304,30.46,32.73,2.65,1,,,eimeria
B7,ILWE_AA_0304,23.09,23.99,0.79,1,,,mouse
B8,ILWE_AA_0304,24.35,23.99,0.79,1,,,mouse
B9,ILWE_AA_0304,24.53,23.99,0.79,1,,,mouse
B10,ILWE_AA_0304,37.73,38.86,1.59,1,,,eimeria
B11,ILWE_AA_0304,39.98,38.86,1.59,1,,,eimeria
B12,ILWE_AA_0304,,38.86,1.59,1,,,eimeria
C1,CEWE_AA_0305,20.76,21.16,0.41,1,,,mouse
C2,CEWE_AA_0305,21.16,21.16,0.41,1,,,mouse
C3,CEWE_AA_0305,21.58,21.16,0.41,1,,,mouse
C4,CEWE_AA_0305,31.24,32.01,0.67,1,,,eimeria
C5,CEWE_AA_0305,32.45,32.01,0.67,1,,,eimeria
C6,CEWE_AA_0305,32.34,32.01,0.67,1,,,eimeria
C7,ILWE_AA_0305,21.77,22.06,0.44,1,,,mouse
C8,ILWE_AA_0305,21.84,22.06,0.44,1,,,mouse
C9,ILWE_AA_0305,22.57,22.06,0.44,1,,,mouse
C10,ILWE_AA_0305,34.64,35.1,0.58,1,,,eimeria
C11,ILWE_AA_0305,35.76,35.1,0.58,1,,,eimeria
C12,ILWE_AA_0305,34.9,35.1,0.58,1,,,eimeria
D1,CEWE_AA_0306,21.78,21.64,0.13,1,,,mouse
D2,CEWE_AA_0306,21.6,21.64,0.13,1,,,mouse
