Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0289,21.13,21.27,0.16,1,,,mouse
A2,CEWE_AA_0289,21.44,21.27,0.16,1,,,mouse
A3,CEWE_AA_0289,21.23,21.27,0.16,1,,,mouse
A4,CEWE_AA_0289,30.89,32.26,1.35,1,,,eimeria
A5,CEWE_AA_0289,33.59,32.26,1.35,1,,,eimeria
A6,CEWE_AA_0289,32.3,32.26,1.35,1,,,eimeria
A7,ILWE_AA_0309,21.17,21.89,1.37,1,,,mouse
A8,ILWE_AA_0309,21.02,21.89,1.37,1,,,mouse
A9,ILWE_AA_0309,23.47,21.89,1.37,1,,,mouse
A10,ILWE_AA_0309,37.2,37.35,0.16,1,,,eimeria
A11,ILWE_AA_0309,37.33,37.35,0.16,1,,,eimeria
A12,ILWE_AA_0309,37.52,37.35,0.16,1,,,eimeria
B1,CEWE_AA_0301,20.07,21.28,1.05,1,,,mouse
B2,CEWE_AA_0301,21.93,21.28,1.05,1,,,mouse
B3,CEWE_AA_0301,21.84,21.28,1.05,1,,,mouse
B4,CEWE_AA_0301,18.92,22.03,8.49,1,,,eimeria
B5,CEWE_AA_0301,15.54,22.03,8.49,1,,,eimeria
B6,CEWE_AA_0301,31.64,22.03,8.49,1,,,eimeria
B7,ILWE_AA_0319,,,,1,,,mouse
B8,ILWE_AA_0319,,,,1,,,mouse
B9,ILWE_AA_0319,,,,1,,,mouse
B10,ILWE_AA_0319,,,,1,,,eimeria
B11,ILWE_AA_0319,,,,1,,,eimeria
B12,ILWE_AA_0319,,,,1,,,eimeria
C1,CEWE_AA_0302,10.12,15.76,4.91,1,,,mouse
C2,CEWE_AA_0302,18.14,15.76,4.91,1,,,mouse
C3,CEWE_AA_0302,19.02,15.76,4.91,1,,,mouse
C4,CEWE_AA_0302,35.96,35.27,0.61,1,,,eimeria
C5,CEWE_AA_0302,34.85,35.27,0.61,1,,,eimeria
C6,CEWE_AA_0302,34.99,35.27,0.61,1,,,eimeria
C7,ILWE_AA_0326,23.42,23.39,0.08,1,,,mouse
