Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0379,21.44,20.79,0.96,1,,,mouse
A2,CEWE_AA_0379,21.26,20.79,0.96,1,,,mouse
A3,CEWE_AA_0379,19.68,20.79,0.96,1,,,mouse
A4,CEWE_AA_0379,28.19,28.63,0.38,1,,,eimeria
A5,CEWE_AA_0379,28.79,28.63,0.38,1,,,eimeria
A6,CEWE_AA_0379,28.9,28.63,0.38,1,,,eimeria
A7,ILWE_AA_0379,22.58,22.76,0.27,1,,,mouse
A8,ILWE_AA_0379,22.63,22.76,0.27,1,,,mouse
A9,ILWE_AA_0379,23.06,22.76,0.27,1,,,mouse
A10,ILWE_AA_0134,33.22,33.69,0.47,1,,,eimeria
A11,ILWE_AA_0134,33.72,33.69,0.47,1,,,eimeria
A12,ILWE_AA_0134,34.15,33.69,0.47,1,,,eimeria
B1,CEWE_AA_0380,21.94,22.12,0.17,1,,,mouse
B2,CEWE_AA_0380,22.15,22.12,0.17,1,,,mouse
B3,CEWE_AA_0380,22.27,22.12,0.17,1,,,mouse
B4,CEWE_AA_0380,33.06,32.81,0.4,1,,,eimeria
B5,CEWE_AA_0380,32.34,32.81,0.4,1,,,eimeria
B6,CEWE_AA_0380,33.02,32.81,0.4,1,,,eimeria
B7,ILWE_AA_0380,22.28,22.31,0.06,1,,,mouse
B8,ILWE_AA_0380,22.27,22.31,0.06,1,,,mouse
B9,ILWE_AA_0380,22.38,22.31,0.06,1,,,mouse
B10,ILWE_AA_0380,33.38,32.37,1.09,1,,,eimeria
B11,ILWE_AA_0380,31.21,32.37,1.09,1,,,eimeria
B12,ILWE_AA_0380,32.52,32.37,1.09,1,,,eimeria
C1,CEWE_AA_0388,23.8,23.81,0.08,1,,,mouse
C2,CEWE_AA_0388,23.74,23.81,0.08,1,,,mouse
C3,CEWE_AA_0388,23.9,23.81,0.08,1,,,mouse
C4,CEWE_AA_0388,34.12,33.67,0.59,1,,,eimeria
C5,CEWE_AA_0388,33.89,33.67,0.59,1,,,eimeria
C6,CEWE_AA_0388,33,33.67,0.59,1,,,eimeria
C7,ILWE_AA_0388,20.98,21.24,0.27,1,,,mouse
C8,ILWE_AA_0388,21.52,21.24,0.27,1,,,mouse
C9,ILWE_AA_0388,21.22,21.24,0.27,1,,,mouse
C10,ILWE_AA_0388,31.71,32.26,0.5,1,,,eimeria
C11,ILWE_AA_0388,32.38,32.26,0.5,1,,,eimeria
C12,ILWE_AA_0388,32.69,32.26,0.5,1,,,eimeria
D1,CEWE_AA_0389,19.81,19.72,0.18,1,,,mouse
D2,CEWE_AA_0389,19.82,19.72,0.18,1,,,mouse
D3,CEWE_AA_0389,19.51,19.72,0.18,1,,,mouse
D4,CEWE_AA_0389,28.88,27.05,3.48,1,,,eimeria
D5,CEWE_AA_0389,29.24,27.05,3.48,1,,,eimeria
D6,CEWE_AA_0389,23.04,27.05,3.48,1,,,eimeria
D7,ILWE_AA_0393,22.28,22.38,0.1,1,,,mouse
D8,ILWE_AA_0393,22.4,22.38,0.1,1,,,mouse
D9,ILWE_AA_0393,22.47,22.38,0.1,1,,,mouse
D10,ILWE_AA_0393,32.85,31.86,0.87,1,,,eimeria
D11,ILWE_AA_0393,31.25,31.86,0.87,1,,,eimeria
D12,ILWE_AA_0393,31.48,31.86,0.87,1,,,eimeria
E1,CEWE_AA_0390,20.66,21.03,0.4,1,,,mouse
E2,CEWE_AA_0390,21.45,21.03,0.4,1,,,mouse
E3,CEWE_AA_0390,20.99,21.03,0.4,1,,,mouse
E4,CEWE_AA_0390,23.11,23.28,0.17,1,,,eimeria
E5,CEWE_AA_0390,23.45,23.28,0.17,1,,,eimeria
E6,CEWE_AA_0390,23.28,23.28,0.17,1,,,eimeria
E7,ILWE_AA_0394,20.37,21.31,0.96,1,,,mouse
E8,ILWE_AA_0394,21.27,21.31,0.96,1,,,mouse
E9,ILWE_AA_0394,22.29,21.31,0.96,1,,,mouse
E10,ILWE_AA_0394,32.15,32.15,0.19,1,,,eimeria
E11,ILWE_AA_0394,32.35,32.15,0.19,1,,,eimeria
E12,ILWE_AA_0394,31.96,32.15,0.19,1,,,eimeria
F1,CEWE_AA_0400,22.66,22.79,0.36,1,,,mouse
F2,CEWE_AA_0400,23.2,22.79,0.36,1,,,mouse
F3,CEWE_AA_0400,22.52,22.79,0.36,1,,,mouse
F4,CEWE_AA_0400,32.32,32.63,0.45,1,,,eimeria
F5,CEWE_AA_0400,33.14,32.63,0.45,1,,,eimeria
F6,CEWE_AA_0400,32.42,32.63,0.45,1,,,eimeria
F7,ILWE_AA_0395,21.22,21.08,0.26,1,,,mouse
F8,ILWE_AA_0395,21.25,21.08,0.26,1,,,mouse
F9,ILWE_AA_0395,20.78,21.08,0.26,1,,,mouse
F10,ILWE_AA_0395,31.86,31.39,0.97,1,,,eimeria
F11,ILWE_AA_0395,30.27,31.39,0.97,1,,,eimeria
F12,ILWE_AA_0395,32.04,31.39,0.97,1,,,eimeria
G1,CEWE_AA_0401,22.43,22.97,0.8,1,,,mouse
G2,CEWE_AA_0401,23.89,22.97,0.8,1,,,mouse
G3,CEWE_AA_0401,22.58,22.97,0.8,1,,,mouse
G4,CEWE_AA_0401,32.41,32.21,0.17,1,,,eimeria
G5,CEWE_AA_0401,32.14,32.21,0.17,1,,,eimeria
G6,CEWE_AA_0401,32.08,32.21,0.17,1,,,eimeria
G7,ILWE_AA_0396,23.49,23.3,0.17,1,,,mouse
G8,ILWE_AA_0396,23.22,23.3,0.17,1,,,mouse
G9,ILWE_AA_0396,23.19,23.3,0.17,1,,,mouse
G10,ILWE_AA_0396,33.82,33.58,0.23,1,,,eimeria
G11,ILWE_AA_0396,33.57,33.58,0.23,1,,,eimeria
G12,ILWE_AA_0396,33.36,33.58,0.23,1,,,eimeria
H1,NTC,-,,,-,,,mouse
H2,NTC,-,,,-,,,mouse
H3,NTC,-,,,-,,,mouse
H4,NTC,-,,,-,,,eimeria
H5,NTC,-,,,-,,,eimeria
H6,NTC,38.03,,,-,,,eimeria
H7,water,-,,,-,,,mouse
H8,water,36.5,,,-,,,mouse
H9,water,-,,,-,,,mouse
H10,water,-,,,-,,,eimeria
H11,water,-,,,-,,,eimeria
H12,water,-,,,-,,,eimeria
,,,,,,,,
"Analysis Parameters",,,,,,,,
"Type of Application",Quantification,,,,,,,
Dye(s),SYBR,,,,,,,
"Inverted Data",OFF,,,,,,,
"Threshold setting",Noiseband,,,,,,,
"Threshold level",329,,,,,,,
"Baseline setting",Automatic,,,,,,,
"Baseline range (from cycle no. ... to)",n/a,,,,,,,
"Drift Correction",OFF,,,,,,,
