Pos,Name,"Ct SYBR","Ct Mean SYBR","Ct Dev. SYBR","Amount SYBR [Copies]","Amount Mean SYBR","Amount Dev. SYBR","Target SYBR"
A1,CEWE_AA_0392,21.6,21.31,0.35,1,,,mouse
A2,CEWE_AA_0392,21.41,21.31,0.35,1,,,mouse
A3,CEWE_AA_0392,20.92,21.31,0.35,1,,,mouse
A4,CEWE_AA_0392,32.02,31.63,0.86,1,,,eimeria
A5,CEWE_AA_0392,32.22,31.63,0.86,1,,,eimeria
A6,CEWE_AA_0392,30.64,31.63,0.86,1,,,eimeria
A7,ILWE_AA_0392,20.84,21.04,0.2,1,,,mouse
A8,ILWE_AA_0392,21.05,21.04,0.2,1,,,mouse
A9,ILWE_AA_0392,21.24,21.04,0.2,1,,,mouse
A10,ILWE_AA_0392,31.98,33.19,1.15,1,,,eimeria
A11,ILWE_AA_0392,33.32,33.19,1.15,1,,,eimeria
A12,ILWE_AA_0392,34.28,33.19,1.15,1,,,eimeria
B1,CEWE_AA_0408,22.98,23,0.02,1,,,mouse
B2,CEWE_AA_0408,23.02,23,0.02,1,,,mouse
B3,CEWE_AA_0408,23,23,0.02,1,,,mouse
B4,CEWE_AA_0408,31.97,32.07,0.45,1,,,eimeria
B5,CEWE_AA_0408,31.67,32.07,0.45,1,,,eimeria
B6,CEWE_AA_0408,32.56,32.07,0.45,1,,,eimeria
B7,ILWE_AA_0408,23.34,23.33,0.26,1,,,mouse
B8,ILWE_AA_0408,23.58,23.33,0.26,1,,,mouse
B9,ILWE_AA_0408,23.06,23.33,0.26,1,,,mouse
B10,ILWE_AA_0408,35.95,36.16,0.5,1,,,eimeria
B11,ILWE_AA_0408,35.79,36.16,0.5,1,,,eimeria
B12,ILWE_AA_0408,36.73,36.16,0.5,1,,,eimeria
C1,CEWE_AA_0409,21.76,21.61,0.15,1,,,mouse
C2,CEWE_AA_0409,21.46,21.61,0.15,1,,,mouse
C3,CEWE_AA_0409,21.62,21.61,0.15,1,,,mouse
C4,CEWE_AA_0410,28.38,28.66,0.29,1,,,eimeria
C5,CEWE_AA_0410,28.63,28.66,0.29,1,,,eimeria
C6,CEWE_AA_0410,28.96,28.66,0.29,1,,,eimeria
C7,ILWE_AA_0410,22.04,22.16,0.11,1,,,mouse
C8,ILWE_AA_0410,22.19,22.16,0.11,1,,,mouse
C9,ILWE_AA_0410,22.26,22.16,0.11,1,,,mouse
C10,ILWE_AA_0410,34.19,35.15,0.84,1,,,eimeria
C11,ILWE_AA_0410,35.46,35.15,0.84,1,,,eimeria
C12,ILWE_AA_0410,35.79,35.15,0.84,1,,,eimeria
D1,CEWE_AA_0410,35.87,26.09,8.47,1,,,mouse
D2,CEWE_AA_0410,21.39,26.09,8.47,1,,,mouse
D3,CEWE_AA_0410,21.02,26.09,8.47,1,,,mouse
D4,CEWE_AA_0410,31.9,32.25,0.78,1,,,eimeria
D5,CEWE_AA_0410,33.14,32.25,0.78,1,,,eimeria
D6,CEWE_AA_0410,31.72,32.25,0.78,1,,,eimeria
D7,CEWE_AA_0410,19.12,20.15,0.92,1,,,mouse
D8,CEWE_AA_0410,20.44,20.15,0.92,1,,,mouse
D9,CEWE_AA_0410,20.88,20.15,0.92,1,,,mouse
D10,CEWE_AA_0410,32.33,32.63,0.3,1,,,eimeria
D11,CEWE_AA_0410,32.65,32.63,0.3,1,,,eimeria
D12,CEWE_AA_0410,32.93,32.63,0.3,1,,,eimeria
E1,CEWE_AA_0296,20.52,20.69,0.15,1,,,mouse
E2,CEWE_AA_0296,20.73,20.69,0.15,1,,,mouse
E3,CEWE_AA_0296,20.81,20.69,0.15,1,,,mouse
E4,CEWE_AA_0296,23.32,23.3,0.03,1,,,eimeria
E5,CEWE_AA_0296,23.26,23.3,0.03,1,,,eimeria
E6,CEWE_AA_0296,23.32,23.3,0.03,1,,,eimeria
E7,CEWE_AA_0331,21.57,21.72,0.15,1,,,mouse
E8,CEWE_AA_0331,21.73,21.72,0.15,1,,,mouse
E9,CEWE_AA_0331,21.87,21.72,0.15,1,,,mouse
E10,CEWE_AA_0331,32.64,31.14,2.32,1,,,eimeria
E11,CEWE_AA_0331,28.47,31.14,2.32,1,,,eimeria
E12,CEWE_AA_0331,32.3,31.14,2.32,1,,,eimeria
F1,CEWE_AA_0329,22.07,21.94,0.12,1,,,mouse
F2,CEWE_AA_0329,21.83,21.94,0.12,1,,,mouse
F3,CEWE_AA_0329,21.93,21.94,0.12,1,,,mouse
