Pos,Name,"No. Tm SYBR","Tm x (°C) SYBR","Tm y (°C) SYBR","Mean SYBR","Dev. SYBR"
A1,CEWE_AA_0250,0,,,,
A2,CEWE_AA_0250,0,,,,
A3,CEWE_AA_0250,0,,,,
A4,CEWE_AA_0250,0,,,,
A5,CEWE_AA_0250,0,,,,
A6,CEWE_AA_0250,0,,,,
A7,ILWE_AA_0250,1,79.6,,,
A8,ILWE_AA_0250,1,79.9,,,
A9,ILWE_AA_0250,1,79.7,,,
A10,ILWE_AA_0250,0,,,,
A11,ILWE_AA_0250,0,,,,
A12,ILWE_AA_0250,0,,,,
B1,CEWE_AA_0251,0,,,,
B2,CEWE_AA_0251,0,,,,
B3,CEWE_AA_0251,0,,,,
B4,CEWE_AA_0251,0,,,,
B5,CEWE_AA_0251,0,,,,
B6,CEWE_AA_0251,0,,,,
B7,ILWE_AA_0251,1,79.5,,,
B8,ILWE_AA_0251,1,79.8,,,
B9,ILWE_AA_0251,1,78.7,,,
B10,ILWE_AA_0251,0,,,,
B11,ILWE_AA_0251,0,,,,
B12,ILWE_AA_0251,0,,,,
C1,CEWE_AA_0252,0,,,,
C2,CEWE_AA_0252,0,,,,
C3,CEWE_AA_0252,0,,,,
C4,CEWE_AA_0252,0,,,,
C5,CEWE_AA_0252,0,,,,
C6,CEWE_AA_0252,0,,,,
C7,ILWE_AA_0252,1,77.8,,,
C8,ILWE_AA_0252,1,78.8,,,
C9,ILWE_AA_0252,1,78.2,,,
C10,ILWE_AA_0252,0,,,,
C11,ILWE_AA_0252,0,,,,
C12,ILWE_AA_0252,0,,,,
D1,CEWE_AA_0255,1,80.1,,,
D2,CEWE_AA_0255,1,80.4,,,
D3,CEWE_AA_0255,1,79.7,,,
D4,CEWE_AA_0255,0,,,,
D5,CEWE_AA_0255,1,75.2,,,
D6,CEWE_AA_0255,1,75.2,,,
D7,ILWE_AA_0255,1,78.1,,,
D8,ILWE_AA_0255,1,77.4,,,
D9,ILWE_AA_0255,1,77.1,,,
D10,ILWE_AA_0255,0,,,,
D11,ILWE_AA_0255,0,,,,
D12,ILWE_AA_0255,0,,,,
E1,CEWE_AA_0256,1,80.2,,,
E2,CEWE_AA_0256,1,79.8,,,
E3,CEWE_AA_0256,1,78.9,,,
E4,CEWE_AA_0256,0,,,,
E5,CEWE_AA_0256,0,,,,
E6,CEWE_AA_0256,0,,,,
E7,ILWE_AA_0256,1,77.9,,,
E8,ILWE_AA_0256,1,76.8,,,
E9,ILWE_AA_0256,1,78.1,,,
E10,ILWE_AA_0256,0,,,,
E11,ILWE_AA_0256,0,,,,
E12,ILWE_AA_0256,0,,,,
H1,NTC,0,,,,
H2,NTC,0,,,,
H3,NTC,0,,,,
H4,NTC,0,,,,
H5,NTC,0,,,,
H6,NTC,0,,,,
H7,water,0,,,,
H8,water,0,,,,
H9,water,0,,,,
H10,water,0,,,,
H11,water,0,,,,
H12,water,0,,,,
,,,,,,
"Analysis Parameters",,,,,,
"Type of Application","Melting Curve",,,,,
Dye(s),SYBR,,,,,
"Inverted Data",OFF,,,,,
